soc,scenario,eta,t,task_id,p_ij
49-1011.00,Baseline,1.0,2024.0,2914,0.05418864031281369
49-1011.00,Baseline,1.0,2024.0,2912,0.04695552843309646
49-1011.00,Baseline,1.0,2024.0,15263,0.05321345607710078
49-1011.00,Baseline,1.0,2024.0,2929,0.0686783481824699
49-1011.00,Baseline,1.0,2024.0,15262,0.05145631855608475
49-1011.00,Baseline,1.0,2024.0,2918,0.06734136359566098
49-1011.00,Baseline,1.0,2024.0,2925,0.06706014402125199
49-1011.00,Baseline,1.0,2024.0,2919,0.048441373960672336
49-1011.00,Baseline,1.0,2024.0,2915,0.06274413851909347
49-1011.00,Baseline,1.0,2024.0,2920,0.046659856833763474
49-1011.00,Baseline,1.0,2024.0,2916,0.04637452514998081
49-1011.00,Baseline,1.0,2024.0,2923,0.05274469557907584
49-1011.00,Baseline,1.0,2024.0,2931,0.04347425499710131
49-1011.00,Baseline,1.0,2024.0,2917,0.043253935595699504
49-1011.00,Baseline,1.0,2024.0,2926,0.04641512553092981
49-1011.00,Baseline,1.0,2024.0,2930,0.048486544418230235
49-1011.00,Baseline,1.0,2024.0,2927,0.036370760198625895
49-1011.00,Baseline,1.0,2024.0,15264,0.035971657020676714
49-1011.00,Baseline,1.0,2024.0,2921,0.04044706813240048
49-1011.00,Baseline,1.0,2024.0,2932,0.03972226488527168
49-1011.00,Baseline,1.0,2024.25,2914,0.05406754439046617
49-1011.00,Baseline,1.0,2024.25,2912,0.04670619356907136
49-1011.00,Baseline,1.0,2024.25,15263,0.053094539409183725
49-1011.00,Baseline,1.0,2024.25,2929,0.06890794289012918
49-1011.00,Baseline,1.0,2024.25,15262,0.05134132858179887
49-1011.00,Baseline,1.0,2024.25,2918,0.06756648870564537
49-1011.00,Baseline,1.0,2024.25,2925,0.06728432900195715
49-1011.00,Baseline,1.0,2024.25,2919,0.04833312151466731
49-1011.00,Baseline,1.0,2024.25,2915,0.06295389490552186
49-1011.00,Baseline,1.0,2024.25,2920,0.04655558556275039
49-1011.00,Baseline,1.0,2024.25,2916,0.046270891512671455
49-1011.00,Baseline,1.0,2024.25,2923,0.05277961434409558
49-1011.00,Baseline,1.0,2024.25,2931,0.0433771026238944
49-1011.00,Baseline,1.0,2024.25,2917,0.04315727557256763
49-1011.00,Baseline,1.0,2024.25,2926,0.046445853907385155
49-1011.00,Baseline,1.0,2024.25,2930,0.04864863704692212
49-1011.00,Baseline,1.0,2024.25,2927,0.03628948207968236
49-1011.00,Baseline,1.0,2024.25,15264,0.03589127078178713
49-1011.00,Baseline,1.0,2024.25,2921,0.04047384545384194
49-1011.00,Baseline,1.0,2024.25,2932,0.039855058145960895
49-1011.00,Baseline,1.0,2024.5,2914,0.0539469884899794
49-1011.00,Baseline,1.0,2024.5,2912,0.04645797060274364
