soc,scenario,eta,t,task_id,p_ij
49-1011.00,Fast,4.0,2024.0,2914,0.03243999337298989
49-1011.00,Fast,4.0,2024.0,2912,0.020458919671665108
49-1011.00,Fast,4.0,2024.0,15263,0.03185619998084437
49-1011.00,Fast,4.0,2024.0,2929,0.11120532511412487
49-1011.00,Fast,4.0,2024.0,15262,0.030804290776108093
49-1011.00,Fast,4.0,2024.0,2918,0.10904045351218078
49-1011.00,Fast,4.0,2024.0,2925,0.10858509727505172
49-1011.00,Fast,4.0,2024.0,2919,0.028999396205391527
49-1011.00,Fast,4.0,2024.0,2915,0.10159653672046925
49-1011.00,Fast,4.0,2024.0,2920,0.027932892165851608
49-1011.00,Fast,4.0,2024.0,2916,0.027762078543705326
49-1011.00,Fast,4.0,2024.0,2923,0.049591876144904276
49-1011.00,Fast,4.0,2024.0,2931,0.02602583375150958
49-1011.00,Fast,4.0,2024.0,2917,0.025893939688839664
49-1011.00,Fast,4.0,2024.0,2926,0.04364065677711865
49-1011.00,Fast,4.0,2024.0,2930,0.07851036139314203
49-1011.00,Fast,4.0,2024.0,2927,0.021773331329279205
49-1011.00,Fast,4.0,2024.0,15264,0.021534408478049275
49-1011.00,Fast,4.0,2024.0,2921,0.03802934060429466
49-1011.00,Fast,4.0,2024.0,2932,0.06431906849447995
49-1011.00,Fast,4.0,2024.25,2914,0.032099649052723646
49-1011.00,Fast,4.0,2024.25,2912,0.01998383493704707
49-1011.00,Fast,4.0,2024.25,15263,0.031521980531287595
49-1011.00,Fast,4.0,2024.25,2929,0.11186655797271629
49-1011.00,Fast,4.0,2024.25,15262,0.030481107436181536
49-1011.00,Fast,4.0,2024.25,2918,0.10968881392751134
49-1011.00,Fast,4.0,2024.25,2925,0.10923075011764648
49-1011.00,Fast,4.0,2024.25,2919,0.028695148924075087
49-1011.00,Fast,4.0,2024.25,2915,0.10220063520522905
49-1011.00,Fast,4.0,2024.25,2920,0.02763983411593312
49-1011.00,Fast,4.0,2024.25,2916,0.02747081258558702
49-1011.00,Fast,4.0,2024.25,2923,0.04957369103331748
49-1011.00,Fast,4.0,2024.25,2931,0.025752783612575367
49-1011.00,Fast,4.0,2024.25,2917,0.025622273316991667
49-1011.00,Fast,4.0,2024.25,2926,0.04362465395014564
49-1011.00,Fast,4.0,2024.25,2930,0.07897718823475015
49-1011.00,Fast,4.0,2024.25,2927,0.02154489633652223
49-1011.00,Fast,4.0,2024.25,15264,0.02130848014534192
49-1011.00,Fast,4.0,2024.25,2921,0.038015395421006154
49-1011.00,Fast,4.0,2024.25,2932,0.06470151314341108
49-1011.00,Fast,4.0,2024.5,2914,0.031766372033436505
49-1011.00,Fast,4.0,2024.5,2912,0.01951861540836959
49-1011.00,Fast,4.0,2024.5,15263,0.03119470119884881
49-1011.00,Fast,4.0,2024.5,2929,0.11251406023158653
49-1011.00,Fast,4.0,2024.5,15262,0.03016463504689728
49-1011.00,Fast,4.0,2024.5,2918,0.11032371104134032
49-1011.00,Fast,4.0,2024.5,2925,0.1098629958818946
49-1011.00,Fast,4.0,2024.5,2919,0.028397219383296982
49-1011.00,Fast,4.0,2024.5,2915,0.10279218949413012
49-1011.00,Fast,4.0,2024.5,2920,0.027352861460480753
49-1011.00,Fast,4.0,2024.5,2916,0.027185594808879172
49-1011.00,Fast,4.0,2024.5,2923,0.0495558835383068
49-1011.00,Fast,4.0,2024.5,2931,0.025485403400827614
49-1011.00,Fast,4.0,2024.5,2917,0.02535624813819854
49-1011.00,Fast,4.0,2024.5,2926,0.04360898342428067
49-1011.00,Fast,4.0,2024.5,2930,0.0794343213468076
49-1011.00,Fast,4.0,2024.5,2927,0.021321204830733718
49-1011.00,Fast,4.0,2024.5,15264,0.021087243248430233
49-1011.00,Fast,4.0,2024.5,2921,0.038001739811545206
49-1011.00,Fast,4.0,2024.5,2932,0.0650760162717088
49-1011.00,Fast,4.0,2024.75,2914,0.03143994444681161
49-1011.00,Fast,4.0,2024.75,2912,0.019062956964466735
49-1011.00,Fast,4.0,2024.75,15263,0.030874148035991353
49-1011.00,Fast,4.0,2024.75,2929,0.11314825517292777
49-1011.00,Fast,4.0,2024.75,15262,0.02985466672538373
49-1011.00,Fast,4.0,2024.75,2918,0.11094555989568261
49-1011.00,Fast,4.0,2024.75,2925,0.11048224787658292
49-1011.00,Fast,4.0,2024.75,2919,0.028105412821931075
49-1011.00,Fast,4.0,2024.75,2915,0.10337158629531555
49-1011.00,Fast,4.0,2024.75,2920,0.027071786601052944
49-1011.00,Fast,4.0,2024.75,2916,0.02690623876233146
49-1011.00,Fast,4.0,2024.75,2923,0.049538442018838676
49-1011.00,Fast,4.0,2024.75,2931,0.025223518325706747
49-1011.00,Fast,4.0,2024.75,2917,0.025095690247706613
49-1011.00,Fast,4.0,2024.75,2926,0.04359363495545978
49-1011.00,Fast,4.0,2024.75,2930,0.0798820595642653
49-1011.00,Fast,4.0,2024.75,2927,0.02110211058133358
49-1011.00,Fast,4.0,2024.75,15264,0.020870553161349725
49-1011.00,Fast,4.0,2024.75,2921,0.037988364849029746
49-1011.00,Fast,4.0,2024.75,2932,0.065442822697832
49-1011.00,Fast,4.0,2025.0,2914,0.03112015728860501
49-1011.00,Fast,4.0,2025.0,2912,0.018616567857482398
49-1011.00,Fast,4.0,2025.0,15263,0.03056011579973271
49-1011.00,Fast,4.0,2025.0,2929,0.11376954885750097
49-1011.00,Fast,4.0,2025.0,15262,0.029551004005894287
49-1011.00,Fast,4.0,2025.0,2918,0.11155475864637723
49-1011.00,Fast,4.0,2025.0,2925,0.11108890259483963
49-1011.00,Fast,4.0,2025.0,2919,0.027819542402797423
49-1011.00,Fast,4.0,2025.0,2915,0.10393919658352933
49-1011.00,Fast,4.0,2025.0,2920,0.02679642957173719
49-1011.00,Fast,4.0,2025.0,2916,0.026632565580548627
49-1011.00,Fast,4.0,2025.0,2923,0.049521355307500396
49-1011.00,Fast,4.0,2025.0,2931,0.024966960708087675
49-1011.00,Fast,4.0,2025.0,2917,0.024840432816157262
49-1011.00,Fast,4.0,2025.0,2926,0.04357859871640351
49-1011.00,Fast,4.0,2025.0,2930,0.08032068956383645
49-1011.00,Fast,4.0,2025.0,2927,0.020887473307200272
49-1011.00,Fast,4.0,2025.0,15264,0.02065827114230994
49-1011.00,Fast,4.0,2025.0,2921,0.037975261969772016
49-1011.00,Fast,4.0,2025.0,2932,0.06580216727968759
49-1011.00,Fast,4.0,2025.25,2914,0.030652490769737986
49-1011.00,Fast,4.0,2025.25,2912,0.01796375477738788
49-1011.00,Fast,4.0,2025.25,15263,0.030100865454700962
49-1011.00,Fast,4.0,2025.25,2929,0.11467814774023251
49-1011.00,Fast,4.0,2025.25,15262,0.029106918359273138
49-1011.00,Fast,4.0,2025.25,2918,0.11244566952795627
