soc,scenario,eta,t,task_id,p_ij
49-1011.00,Baseline,4.0,2024.0,2914,0.03243999337298989
49-1011.00,Baseline,4.0,2024.0,2912,0.020458919671665108
49-1011.00,Baseline,4.0,2024.0,15263,0.03185619998084437
49-1011.00,Baseline,4.0,2024.0,2929,0.11120532511412487
49-1011.00,Baseline,4.0,2024.0,15262,0.030804290776108093
49-1011.00,Baseline,4.0,2024.0,2918,0.10904045351218078
49-1011.00,Baseline,4.0,2024.0,2925,0.10858509727505172
49-1011.00,Baseline,4.0,2024.0,2919,0.028999396205391527
49-1011.00,Baseline,4.0,2024.0,2915,0.10159653672046925
49-1011.00,Baseline,4.0,2024.0,2920,0.027932892165851608
49-1011.00,Baseline,4.0,2024.0,2916,0.027762078543705326
49-1011.00,Baseline,4.0,2024.0,2923,0.049591876144904276
49-1011.00,Baseline,4.0,2024.0,2931,0.02602583375150958
49-1011.00,Baseline,4.0,2024.0,2917,0.025893939688839664
49-1011.00,Baseline,4.0,2024.0,2926,0.04364065677711865
49-1011.00,Baseline,4.0,2024.0,2930,0.07851036139314203
49-1011.00,Baseline,4.0,2024.0,2927,0.021773331329279205
49-1011.00,Baseline,4.0,2024.0,15264,0.021534408478049275
49-1011.00,Baseline,4.0,2024.0,2921,0.03802934060429466
49-1011.00,Baseline,4.0,2024.0,2932,0.06431906849447995
49-1011.00,Baseline,4.0,2024.25,2914,0.032099649052723646
49-1011.00,Baseline,4.0,2024.25,2912,0.01998383493704707
49-1011.00,Baseline,4.0,2024.25,15263,0.031521980531287595
49-1011.00,Baseline,4.0,2024.25,2929,0.11186655797271629
49-1011.00,Baseline,4.0,2024.25,15262,0.030481107436181536
49-1011.00,Baseline,4.0,2024.25,2918,0.10968881392751134
49-1011.00,Baseline,4.0,2024.25,2925,0.10923075011764648
49-1011.00,Baseline,4.0,2024.25,2919,0.028695148924075087
49-1011.00,Baseline,4.0,2024.25,2915,0.10220063520522905
49-1011.00,Baseline,4.0,2024.25,2920,0.02763983411593312
49-1011.00,Baseline,4.0,2024.25,2916,0.02747081258558702
49-1011.00,Baseline,4.0,2024.25,2923,0.04957369103331748
49-1011.00,Baseline,4.0,2024.25,2931,0.025752783612575367
49-1011.00,Baseline,4.0,2024.25,2917,0.025622273316991667
49-1011.00,Baseline,4.0,2024.25,2926,0.04362465395014564
49-1011.00,Baseline,4.0,2024.25,2930,0.07897718823475015
49-1011.00,Baseline,4.0,2024.25,2927,0.02154489633652223
49-1011.00,Baseline,4.0,2024.25,15264,0.02130848014534192
49-1011.00,Baseline,4.0,2024.25,2921,0.038015395421006154
49-1011.00,Baseline,4.0,2024.25,2932,0.06470151314341108
49-1011.00,Baseline,4.0,2024.5,2914,0.031766372033436505
49-1011.00,Baseline,4.0,2024.5,2912,0.01951861540836959
49-1011.00,Baseline,4.0,2024.5,15263,0.03119470119884881
49-1011.00,Baseline,4.0,2024.5,2929,0.11251406023158653
49-1011.00,Baseline,4.0,2024.5,15262,0.03016463504689728
49-1011.00,Baseline,4.0,2024.5,2918,0.11032371104134032
49-1011.00,Baseline,4.0,2024.5,2925,0.1098629958818946
49-1011.00,Baseline,4.0,2024.5,2919,0.028397219383296982
49-1011.00,Baseline,4.0,2024.5,2915,0.10279218949413012
