soc,scenario,eta,t,task_id,p_ij
27-3092.00,Fast,8.0,2024.0,8653,0.040943222169358716
27-3092.00,Fast,8.0,2024.0,21183,0.03641534988037365
27-3092.00,Fast,8.0,2024.0,8663,0.0364119896783039
27-3092.00,Fast,8.0,2024.0,8655,0.09505404055710763
27-3092.00,Fast,8.0,2024.0,8659,0.09046103931332969
27-3092.00,Fast,8.0,2024.0,8656,0.031677464962029334
27-3092.00,Fast,8.0,2024.0,8654,0.07896905344688407
27-3092.00,Fast,8.0,2024.0,21185,0.07628152855102276
27-3092.00,Fast,8.0,2024.0,8657,0.027951840917196533
27-3092.00,Fast,8.0,2024.0,21184,0.07343447021385459
27-3092.00,Fast,8.0,2024.0,8662,0.2383088535798361
27-3092.00,Fast,8.0,2024.0,8661,0.06279704809594769
27-3092.00,Fast,8.0,2024.0,8658,0.06237757555097307
27-3092.00,Fast,8.0,2024.0,8660,0.048916523083782235
27-3092.00,Fast,8.0,2024.25,8653,0.03948383713169929
27-3092.00,Fast,8.0,2024.25,21183,0.035117356856358
27-3092.00,Fast,8.0,2024.25,8663,0.03511411642572695
27-3092.00,Fast,8.0,2024.25,8655,0.0953083320324457
27-3092.00,Fast,8.0,2024.25,8659,0.09070304345132087
27-3092.00,Fast,8.0,2024.25,8656,0.030548349666576016
27-3092.00,Fast,8.0,2024.25,8654,0.07918031387294659
27-3092.00,Fast,8.0,2024.25,21185,0.0764855992283195
27-3092.00,Fast,8.0,2024.25,8657,0.026955522204398164
27-3092.00,Fast,8.0,2024.25,21184,0.07363092435364606
27-3092.00,Fast,8.0,2024.25,8662,0.2429157240877244
27-3092.00,Fast,8.0,2024.25,8661,0.06296504467887674
27-3092.00,Fast,8.0,2024.25,8658,0.06254444994812548
27-3092.00,Fast,8.0,2024.25,8660,0.04904738606183639
27-3092.00,Fast,8.0,2024.5,8653,0.03801662276584211
27-3092.00,Fast,8.0,2024.5,21183,0.033812400342159044
27-3092.00,Fast,8.0,2024.5,8663,0.033809280325518096
27-3092.00,Fast,8.0,2024.5,8655,0.09556398773406187
27-3092.00,Fast,8.0,2024.5,8659,0.09094634589631986
27-3092.00,Fast,8.0,2024.5,8656,0.029413176878416464
27-3092.00,Fast,8.0,2024.5,8654,0.0793927076717436
