soc,scenario,eta,t,R,J_5,J_8,J_10,A
49-1011.00,Slow,1.0,2026.25,0.06800801954053606,0.6,0.25,0.19999999999999996,0.72875
49-1011.00,Slow,1.0,2026.5,0.0683201661293143,0.6,0.25,0.19999999999999996,0.7324999999999999
49-1011.00,Slow,1.0,2026.75,0.06863196760282114,0.6,0.25,0.19999999999999996,0.73625
49-1011.00,Slow,1.0,2027.0,0.06894342453309042,0.6,0.25,0.19999999999999996,0.74
49-1011.00,Slow,1.0,2027.25,0.06925453749089054,0.6,0.25,0.19999999999999996,0.7437499999999999
49-1011.00,Slow,1.0,2027.5,0.06956530704573116,0.6,0.25,0.19999999999999996,0.7474999999999999
49-1011.00,Slow,1.0,2027.75,0.06987573376586545,0.6,0.25,0.19999999999999996,0.75125
49-1011.00,Slow,1.0,2028.0,0.0701858182182927,0.6,0.25,0.19999999999999996,0.755
49-1011.00,Slow,1.0,2028.25,0.07049556096876315,0.6,0.25,0.19999999999999996,0.7587499999999999
49-1011.00,Slow,1.0,2028.5,0.07080496258178115,0.6,0.25,0.19999999999999996,0.7625
49-1011.00,Slow,1.0,2028.75,0.07111402362060745,0.6,0.25,0.19999999999999996,0.76625
49-1011.00,Slow,1.0,2029.0,0.0714227446472639,0.6,0.25,0.19999999999999996,0.77
49-1011.00,Slow,1.0,2029.25,0.07173112622253655,0.6,0.25,0.19999999999999996,0.7737499999999999
49-1011.00,Slow,1.0,2029.5,0.0720391689059788,0.6,0.25,0.19999999999999996,0.7775
49-1011.00,Slow,1.0,2029.75,0.07234687325591496,0.6,0.25,0.19999999999999996,0.78125
49-1011.00,Slow,1.0,2030.0,0.07265423982944295,0.6,0.25,0.19999999999999996,0.7849999999999999
49-1011.00,Slow,1.0,2030.25,0.07296126918243957,0.6,0.25,0.19999999999999996,0.78875
49-1011.00,Slow,1.0,2030.5,0.07326796186956111,0.8,0.25,0.19999999999999996,0.7925
49-1011.00,Slow,1.0,2030.75,0.07357431844424936,0.8,0.25,0.19999999999999996,0.7962499999999999
49-1011.00,Slow,1.0,2031.0,0.07388033945873267,0.8,0.25,0.19999999999999996,0.7999999999999999
49-1011.00,Slow,1.0,2031.25,0.07418602546403111,0.8,0.25,0.19999999999999996,0.80375
49-1011.00,Slow,1.0,2031.5,0.07449137700995861,0.8,0.25,0.19999999999999996,0.8075
49-1011.00,Slow,1.0,2031.75,0.07479639464512639,0.8,0.25,0.19999999999999996,0.8112499999999999
49-1011.00,Slow,1.0,2032.0,0.07510107891694735,0.8,0.375,0.19999999999999996,0.815
49-1011.00,Slow,1.0,2032.25,0.07540543037163756,0.8,0.375,0.19999999999999996,0.81875
49-1011.00,Slow,1.0,2032.5,0.07570944955422057,0.8,0.375,0.19999999999999996,0.8225
49-1011.00,Slow,1.0,2032.75,0.07601313700853106,0.8,0.375,0.19999999999999996,0.8262499999999999
49-1011.00,Slow,1.0,2033.0,0.07631649327721717,0.8,0.375,0.19999999999999996,0.83
49-1011.00,Slow,1.0,2033.25,0.07661951890174433,0.8,0.375,0.19999999999999996,0.83375
49-1011.00,Slow,1.0,2033.5,0.07692221442239773,0.8,0.375,0.19999999999999996,0.8374999999999999
49-1011.00,Slow,1.0,2033.75,0.07722458037828663,0.8,0.375,0.19999999999999996,0.8412499999999999
49-1011.00,Slow,1.0,2034.0,0.07752661730734726,0.8,0.375,0.19999999999999996,0.845
49-1011.00,Slow,1.0,2034.25,0.0778283257463448,0.8,0.375,0.19999999999999996,0.8487499999999999
49-1011.00,Slow,1.0,2034.5,0.07812970623087809,0.8,0.375,0.19999999999999996,0.8524999999999999
49-1011.00,Slow,1.0,2034.75,0.07843075929538226,0.8,0.375,0.19999999999999996,0.85625
49-1011.00,Slow,1.0,2035.0,0.07873148547313194,0.8,0.375,0.19999999999999996,0.86
49-1011.00,Slow,2.0,2024.0,0.12969765958391952,0.8,0.5,0.4,0.65
49-1011.00,Slow,2.0,2024.25,0.13204804580472507,0.8,0.5,0.4,0.665
49-1011.00,Slow,2.0,2024.5,0.13437577522751695,0.8,0.5,0.4,0.6799999999999999
49-1011.00,Slow,2.0,2024.75,0.13668117388480502,0.8,0.625,0.4,0.695
49-1011.00,Slow,2.0,2025.0,0.13896456158346118,0.8,0.625,0.4,0.71
49-1011.00,Slow,2.0,2025.25,0.1395320061924459,0.8,0.625,0.4,0.71375
49-1011.00,Slow,2.0,2025.5,0.14009809959710934,0.8,0.625,0.4,0.7174999999999999
49-1011.00,Slow,2.0,2025.75,0.14066284661796233,0.8,0.625,0.4,0.72125
49-1011.00,Slow,2.0,2026.0,0.14122625205261352,0.8,0.625,0.4,0.725
49-1011.00,Slow,2.0,2026.25,0.14178832067590338,0.8,0.625,0.4,0.72875
49-1011.00,Slow,2.0,2026.5,0.14234905724004146,0.8,0.625,0.4,0.7324999999999999
49-1011.00,Slow,2.0,2026.75,0.14290846647473943,0.8,0.625,0.4,0.73625
49-1011.00,Slow,2.0,2027.0,0.14346655308734277,0.8,0.625,0.4,0.74
49-1011.00,Slow,2.0,2027.25,0.1440233217629648,0.8,0.625,0.4,0.7437499999999999
49-1011.00,Slow,2.0,2027.5,0.14457877716461612,0.8,0.625,0.4,0.7474999999999999
49-1011.00,Slow,2.0,2027.75,0.1451329239333368,0.8,0.625,0.4,0.75125
49-1011.00,Slow,2.0,2028.0,0.14568576668832303,0.8,0.625,0.4,0.755
49-1011.00,Slow,2.0,2028.25,0.1462373100270577,0.8,0.625,0.4,0.7587499999999999
49-1011.00,Slow,2.0,2028.5,0.14678755852543676,0.8,0.625,0.4,0.7625
49-1011.00,Slow,2.0,2028.75,0.1473365167378957,0.8,0.625,0.4,0.76625
49-1011.00,Slow,2.0,2029.0,0.14788418919753585,0.8,0.625,0.4,0.77
49-1011.00,Slow,2.0,2029.25,0.1484305804162486,0.8,0.625,0.4,0.7737499999999999
49-1011.00,Slow,2.0,2029.5,0.1489756948848397,0.8,0.625,0.4,0.7775
49-1011.00,Slow,2.0,2029.75,0.14951953707315205,0.8,0.625,0.4,0.78125
49-1011.00,Slow,2.0,2030.0,0.15006211143018766,0.8,0.625,0.4,0.7849999999999999
49-1011.00,Slow,2.0,2030.25,0.15060342238422955,0.8,0.625,0.4,0.78875
49-1011.00,Slow,2.0,2030.5,0.15114347434296174,0.8,0.625,0.4,0.7925
49-1011.00,Slow,2.0,2030.75,0.15168227169358905,0.8,0.625,0.4,0.7962499999999999
49-1011.00,Slow,2.0,2031.0,0.15221981880295601,0.8,0.625,0.4,0.7999999999999999
49-1011.00,Slow,2.0,2031.25,0.15275612001766467,0.8,0.625,0.4,0.80375
49-1011.00,Slow,2.0,2031.5,0.1532911796641919,0.8,0.625,0.4,0.8075
49-1011.00,Slow,2.0,2031.75,0.1538250020490053,0.8,0.625,0.4,0.8112499999999999
49-1011.00,Slow,2.0,2032.0,0.15435759145867947,0.8,0.625,0.4,0.815
49-1011.00,Slow,2.0,2032.25,0.1548889521600103,0.8,0.625,0.4,0.81875
49-1011.00,Slow,2.0,2032.5,0.15541908840012864,0.8,0.625,0.4,0.8225
49-1011.00,Slow,2.0,2032.75,0.15594800440661422,0.8,0.625,0.4,0.8262499999999999
49-1011.00,Slow,2.0,2033.0,0.15647570438760752,0.8,0.625,0.4,0.83
49-1011.00,Slow,2.0,2033.25,0.15700219253192116,0.8,0.625,0.4,0.83375
49-1011.00,Slow,2.0,2033.5,0.15752747300915146,0.8,0.625,0.4,0.8374999999999999
49-1011.00,Slow,2.0,2033.75,0.15805154996978762,0.8,0.625,0.4,0.8412499999999999
49-1011.00,Slow,2.0,2034.0,0.15857442754532147,0.8,0.625,0.4,0.845
49-1011.00,Slow,2.0,2034.25,0.15909610984835704,0.8,0.625,0.4,0.8487499999999999
49-1011.00,Slow,2.0,2034.5,0.15961660097271604,0.8,0.625,0.4,0.8524999999999999
49-1011.00,Slow,2.0,2034.75,0.1601359049935471,0.8,0.625,0.4,0.85625
49-1011.00,Slow,2.0,2035.0,0.16065402596743125,0.8,0.625,0.4,0.86
49-1011.00,Slow,4.0,2024.0,0.2761503425094489,0.8,0.625,0.5,0.65
49-1011.00,Slow,4.0,2024.25,0.27955895860126456,0.8,0.625,0.5,0.665
49-1011.00,Slow,4.0,2024.5,0.28289679426746833,0.8,0.625,0.5,0.6799999999999999
49-1011.00,Slow,4.0,2024.75,0.2861660315026064,0.8,0.625,0.5,0.695
49-1011.00,Slow,4.0,2025.0,0.28936876352577146,0.8,0.625,0.5,0.71
49-1011.00,Slow,4.0,2025.25,0.29015929230303406,0.8,0.625,0.5,0.71375
49-1011.00,Slow,4.0,2025.5,0.29094582104474365,0.8,0.625,0.5,0.7174999999999999
49-1011.00,Slow,4.0,2025.75,0.2917283800342496,0.8,0.625,0.5,0.72125
49-1011.00,Slow,4.0,2026.0,0.29250699924998025,0.8,0.625,0.5,0.725
49-1011.00,Slow,4.0,2026.25,0.29328170836927003,0.8,0.625,0.5,0.72875
49-1011.00,Slow,4.0,2026.5,0.2940525367721315,0.8,0.625,0.5,0.7324999999999999
49-1011.00,Slow,4.0,2026.75,0.2948195135449673,0.8,0.625,0.5,0.73625
49-1011.00,Slow,4.0,2027.0,0.29558266748423156,0.8,0.625,0.5,0.74
49-1011.00,Slow,4.0,2027.25,0.29634202710003116,0.8,0.625,0.5,0.7437499999999999
49-1011.00,Slow,4.0,2027.5,0.29709762061967776,0.8,0.625,0.5,0.7474999999999999
49-1011.00,Slow,4.0,2027.75,0.297849475991185,0.8,0.625,0.5,0.75125
49-1011.00,Slow,4.0,2028.0,0.2985976208867146,0.8,0.625,0.5,0.755
49-1011.00,Slow,4.0,2028.25,0.29934208270597057,0.8,0.625,0.5,0.7587499999999999
49-1011.00,Slow,4.0,2028.5,0.30008288857954596,0.8,0.625,0.5,0.7625
49-1011.00,Slow,4.0,2028.75,0.3008200653722166,0.8,0.625,0.5,0.76625
49-1011.00,Slow,4.0,2029.0,0.30155363968619,0.8,0.625,0.5,0.77
49-1011.00,Slow,4.0,2029.25,0.30228363786430484,0.8,0.625,0.5,0.7737499999999999
49-1011.00,Slow,4.0,2029.5,0.3030100859931846,0.8,0.625,0.5,0.7775
49-1011.00,Slow,4.0,2029.75,0.30373300990634494,0.8,0.625,0.5,0.78125
49-1011.00,Slow,4.0,2030.0,0.30445243518725557,0.8,0.625,0.5,0.7849999999999999
49-1011.00,Slow,4.0,2030.25,0.3051683871723587,0.8,0.625,0.5,0.78875
49-1011.00,Slow,4.0,2030.5,0.3058808909540434,0.8,0.625,0.5,0.7925
49-1011.00,Slow,4.0,2030.75,0.30658997138357674,0.8,0.625,0.5,0.7962499999999999
49-1011.00,Slow,4.0,2031.0,0.30729565307399376,0.8,0.625,0.5,0.7999999999999999
49-1011.00,Slow,4.0,2031.25,0.30799796040294464,0.8,0.625,0.5,0.80375
49-1011.00,Slow,4.0,2031.5,0.30869691751550216,0.8,0.625,0.5,0.8075
49-1011.00,Slow,4.0,2031.75,0.30939254832692914,0.8,0.625,0.5,0.8112499999999999
49-1011.00,Slow,4.0,2032.0,0.3100848765254054,0.8,0.625,0.5,0.815
49-1011.00,Slow,4.0,2032.25,0.31077392557471684,0.8,0.625,0.5,0.81875
49-1011.00,Slow,4.0,2032.5,0.31145971871690675,0.8,0.625,0.5,0.8225
49-1011.00,Slow,4.0,2032.75,0.31214227897488833,0.8,0.625,0.5,0.8262499999999999
49-1011.00,Slow,4.0,2033.0,0.3128216291550215,0.8,0.625,0.5,0.83
49-1011.00,Slow,4.0,2033.25,0.3134977918496532,0.8,0.625,0.5,0.83375
49-1011.00,Slow,4.0,2033.5,0.3141707894396217,0.8,0.625,0.5,0.8374999999999999
49-1011.00,Slow,4.0,2033.75,0.31484064409672585,0.8,0.625,0.5,0.8412499999999999
49-1011.00,Slow,4.0,2034.0,0.3155073777861599,0.8,0.625,0.5,0.845
49-1011.00,Slow,4.0,2034.25,0.3161710122689148,0.8,0.625,0.5,0.8487499999999999
49-1011.00,Slow,4.0,2034.5,0.3168315691041457,0.8,0.625,0.5,0.8524999999999999
49-1011.00,Slow,4.0,2034.75,0.317489069651506,0.8,0.625,0.5,0.85625
49-1011.00,Slow,4.0,2035.0,0.31814353507345045,0.8,0.625,0.5,0.86
49-1011.00,Slow,8.0,2024.0,0.5289373469856905,0.8,0.625,0.5,0.65
49-1011.00,Slow,8.0,2024.25,0.5309807586209807,0.8,0.625,0.5,0.665
49-1011.00,Slow,8.0,2024.5,0.5329488333525186,0.8,0.625,0.5,0.6799999999999999
49-1011.00,Slow,8.0,2024.75,0.5348456620721695,0.8,0.625,0.5,0.695
49-1011.00,Slow,8.0,2025.0,0.5366750447499458,0.8,0.625,0.5,0.71
49-1011.00,Slow,8.0,2025.25,0.5371222716679879,0.8,0.625,0.5,0.71375
49-1011.00,Slow,8.0,2025.5,0.5375655580729612,0.8,0.625,0.5,0.7174999999999999
49-1011.00,Slow,8.0,2025.75,0.5380049558161831,0.8,0.625,0.5,0.72125
49-1011.00,Slow,8.0,2026.0,0.5384405158432267,0.8,0.625,0.5,0.725
49-1011.00,Slow,8.0,2026.25,0.5388722882136148,0.8,0.625,0.5,0.72875
49-1011.00,Slow,8.0,2026.5,0.539300322119997,0.8,0.625,0.5,0.7324999999999999
49-1011.00,Slow,8.0,2026.75,0.5397246659068348,0.8,0.625,0.5,0.73625
49-1011.00,Slow,8.0,2027.0,0.5401453670886032,0.8,0.625,0.5,0.74
49-1011.00,Slow,8.0,2027.25,0.5405624723675262,0.8,0.625,0.5,0.7437499999999999
49-1011.00,Slow,8.0,2027.5,0.5409760276508602,0.8,0.625,0.5,0.7474999999999999
49-1011.00,Slow,8.0,2027.75,0.5413860780677361,0.8,0.625,0.5,0.75125
49-1011.00,Slow,8.0,2028.0,0.5417926679855779,0.8,0.625,0.5,0.755
49-1011.00,Slow,8.0,2028.25,0.5421958410261037,0.8,0.625,0.5,0.7587499999999999
49-1011.00,Slow,8.0,2028.5,0.542595640080929,0.8,0.625,0.5,0.7625
49-1011.00,Slow,8.0,2028.75,0.5429921073267756,0.8,0.625,0.5,0.76625
49-1011.00,Slow,8.0,2029.0,0.5433852842403062,0.8,0.625,0.5,0.77
49-1011.00,Slow,8.0,2029.25,0.5437752116125882,0.8,0.625,0.5,0.7737499999999999
49-1011.00,Slow,8.0,2029.5,0.5441619295632006,0.8,0.625,0.5,0.7775
49-1011.00,Slow,8.0,2029.75,0.5445454775539961,0.8,0.625,0.5,0.78125
49-1011.00,Slow,8.0,2030.0,0.5449258944025226,0.8,0.625,0.5,0.7849999999999999
49-1011.00,Slow,8.0,2030.25,0.5453032182951214,0.8,0.625,0.5,0.78875
49-1011.00,Slow,8.0,2030.5,0.5456774867997044,0.8,0.625,0.5,0.7925
49-1011.00,Slow,8.0,2030.75,0.5460487368782232,0.8,0.625,0.5,0.7962499999999999
49-1011.00,Slow,8.0,2031.0,0.5464170048988366,0.8,0.625,0.5,0.7999999999999999
49-1011.00,Slow,8.0,2031.25,0.546782326647788,0.8,0.625,0.5,0.80375
49-1011.00,Slow,8.0,2031.5,0.5471447373409981,0.8,0.625,0.5,0.8075
49-1011.00,Slow,8.0,2031.75,0.5475042716353797,0.8,0.625,0.5,0.8112499999999999
49-1011.00,Slow,8.0,2032.0,0.5478609636398875,0.8,0.625,0.5,0.815
49-1011.00,Slow,8.0,2032.25,0.5482148469263045,0.8,0.625,0.5,0.81875
49-1011.00,Slow,8.0,2032.5,0.5485659545397745,0.8,0.625,0.5,0.8225
49-1011.00,Slow,8.0,2032.75,0.5489143190090896,0.8,0.625,0.5,0.8262499999999999
49-1011.00,Slow,8.0,2033.0,0.5492599723567361,0.8,0.625,0.5,0.83
49-1011.00,Slow,8.0,2033.25,0.5496029461087062,0.8,0.625,0.5,0.83375
49-1011.00,Slow,8.0,2033.5,0.5499432713040845,0.8,0.625,0.5,0.8374999999999999
49-1011.00,Slow,8.0,2033.75,0.5502809785044104,0.8,0.625,0.5,0.8412499999999999
49-1011.00,Slow,8.0,2034.0,0.550616097802829,0.8,0.625,0.5,0.845
49-1011.00,Slow,8.0,2034.25,0.550948658833028,0.8,0.625,0.5,0.8487499999999999
49-1011.00,Slow,8.0,2034.5,0.5512786907779753,0.8,0.625,0.5,0.8524999999999999
49-1011.00,Slow,8.0,2034.75,0.5516062223784537,0.8,0.625,0.5,0.85625
49-1011.00,Slow,8.0,2035.0,0.5519312819414045,0.8,0.625,0.5,0.86
49-1011.00,Baseline,0.5,2024.0,0.02966207403062571,0.6,0.125,0.09999999999999998,0.65
49-1011.00,Baseline,0.5,2024.25,0.030314323724707663,0.6,0.125,0.09999999999999998,0.665
49-1011.00,Baseline,0.5,2024.5,0.0309651879614866,0.6,0.125,0.09999999999999998,0.6799999999999999
49-1011.00,Baseline,0.5,2024.75,0.03161467115059795,0.6,0.125,0.09999999999999998,0.695
49-1011.00,Baseline,0.5,2025.0,0.03226277768298321,0.6,0.125,0.09999999999999998,0.71
49-1011.00,Baseline,0.5,2025.25,0.03258631606998586,0.6,0.125,0.09999999999999998,0.7174999999999999
49-1011.00,Baseline,0.5,2025.5,0.03290951193098971,0.6,0.25,0.09999999999999998,0.725
49-1011.00,Baseline,0.5,2025.75,0.033232365809649306,0.6,0.25,0.09999999999999998,0.7324999999999999
49-1011.00,Baseline,0.5,2026.0,0.03355487824846852,0.6,0.25,0.09999999999999998,0.74
49-1011.00,Baseline,0.5,2026.25,0.03387704978880485,0.6,0.25,0.09999999999999998,0.7474999999999999
49-1011.00,Baseline,0.5,2026.5,0.03419888097087191,0.6,0.25,0.09999999999999998,0.755
49-1011.00,Baseline,0.5,2026.75,0.0345203723337425,0.6,0.25,0.09999999999999998,0.7625
49-1011.00,Baseline,0.5,2027.0,0.034841524415351155,0.6,0.25,0.09999999999999998,0.77
49-1011.00,Baseline,0.5,2027.25,0.03516233775249822,0.6,0.25,0.09999999999999998,0.7775
49-1011.00,Baseline,0.5,2027.5,0.03548281288085211,0.6,0.25,0.09999999999999998,0.7849999999999999
49-1011.00,Baseline,0.5,2027.75,0.03580295033495196,0.6,0.25,0.09999999999999998,0.7925
49-1011.00,Baseline,0.5,2028.0,0.036122750648211646,0.6,0.25,0.09999999999999998,0.7999999999999999
49-1011.00,Baseline,0.5,2028.25,0.03644221435292207,0.6,0.25,0.09999999999999998,0.8075
49-1011.00,Baseline,0.5,2028.5,0.03676134198025341,0.6,0.25,0.09999999999999998,0.815
49-1011.00,Baseline,0.5,2028.75,0.0370801340602598,0.6,0.25,0.09999999999999998,0.8225
49-1011.00,Baseline,0.5,2029.0,0.037398591121880764,0.6,0.25,0.09999999999999998,0.83
49-1011.00,Baseline,0.5,2029.25,0.03771671369294516,0.6,0.25,0.09999999999999998,0.8374999999999999
49-1011.00,Baseline,0.5,2029.5,0.03803450230017306,0.6,0.25,0.09999999999999998,0.845
49-1011.00,Baseline,0.5,2029.75,0.038351957469179465,0.6,0.25,0.09999999999999998,0.8524999999999999
49-1011.00,Baseline,0.5,2030.0,0.03866907972447706,0.6,0.25,0.09999999999999998,0.86
49-1011.00,Baseline,0.5,2030.25,0.03898586958947886,0.6,0.25,0.09999999999999998,0.8674999999999999
49-1011.00,Baseline,0.5,2030.5,0.03930232758650112,0.6,0.25,0.09999999999999998,0.875
49-1011.00,Baseline,0.5,2030.75,0.03961845423676677,0.6,0.25,0.09999999999999998,0.8825
49-1011.00,Baseline,0.5,2031.0,0.03993425006040737,0.6,0.25,0.09999999999999998,0.8899999999999999
49-1011.00,Baseline,0.5,2031.25,0.040249715576466664,0.6,0.25,0.09999999999999998,0.8975
49-1011.00,Baseline,0.5,2031.5,0.040564851302902716,0.6,0.25,0.09999999999999998,0.905
49-1011.00,Baseline,0.5,2031.75,0.04087965775659195,0.6,0.25,0.09999999999999998,0.9125
49-1011.00,Baseline,0.5,2032.0,0.04119413545333052,0.6,0.25,0.09999999999999998,0.9199999999999999
49-1011.00,Baseline,0.5,2032.25,0.04150828490783842,0.6,0.25,0.09999999999999998,0.9275
49-1011.00,Baseline,0.5,2032.5,0.04182210663376132,0.6,0.25,0.09999999999999998,0.9349999999999999
49-1011.00,Baseline,0.5,2032.75,0.04213560114367411,0.6,0.25,0.09999999999999998,0.9424999999999999
49-1011.00,Baseline,0.5,2033.0,0.042448768949082456,0.6,0.25,0.09999999999999998,0.95
49-1011.00,Baseline,0.5,2033.25,0.042448768949082456,0.6,0.25,0.09999999999999998,0.95
49-1011.00,Baseline,0.5,2033.5,0.042448768949082456,0.6,0.25,0.09999999999999998,0.95
49-1011.00,Baseline,0.5,2033.75,0.042448768949082456,0.6,0.25,0.09999999999999998,0.95
49-1011.00,Baseline,0.5,2034.0,0.042448768949082456,0.6,0.25,0.09999999999999998,0.95
49-1011.00,Baseline,0.5,2034.25,0.042448768949082456,0.6,0.25,0.09999999999999998,0.95
49-1011.00,Baseline,0.5,2034.5,0.042448768949082456,0.6,0.25,0.09999999999999998,0.95
49-1011.00,Baseline,0.5,2034.75,0.042448768949082456,0.6,0.25,0.09999999999999998,0.95
49-1011.00,Baseline,0.5,2035.0,0.042448768949082456,0.6,0.25,0.09999999999999998,0.95
49-1011.00,Baseline,1.0,2024.0,0.06137219286438436,0.6,0.25,0.19999999999999996,0.65
49-1011.00,Baseline,1.0,2024.25,0.06264816440145922,0.6,0.25,0.19999999999999996,0.665
49-1011.00,Baseline,1.0,2024.5,0.06391844580041586,0.6,0.25,0.19999999999999996,0.6799999999999999
49-1011.00,Baseline,1.0,2024.75,0.06518307503894995,0.6,0.25,0.19999999999999996,0.695
49-1011.00,Baseline,1.0,2025.0,0.06644208975754087,0.6,0.25,0.19999999999999996,0.71
49-1011.00,Baseline,1.0,2025.25,0.06706950334322005,0.6,0.25,0.19999999999999996,0.7174999999999999
49-1011.00,Baseline,1.0,2025.5,0.06769552726318695,0.6,0.25,0.19999999999999996,0.725
49-1011.00,Baseline,1.0,2025.75,0.0683201661293143,0.6,0.25,0.19999999999999996,0.7324999999999999
49-1011.00,Baseline,1.0,2026.0,0.06894342453309042,0.6,0.25,0.19999999999999996,0.74
