soc,scenario,eta,t,task_id,p_ij
17-2199.08,Fast,8.0,2024.0,16517,0.03471811164018593
17-2199.08,Fast,8.0,2024.0,16509,0.14704241259593331
17-2199.08,Fast,8.0,2024.0,16511,0.141021601119563
17-2199.08,Fast,8.0,2024.0,16521,0.004115931002005828
17-2199.08,Fast,8.0,2024.0,16512,0.008422500532248
17-2199.08,Fast,8.0,2024.0,16516,0.0037713256540010554
17-2199.08,Fast,8.0,2024.0,21057,0.003761896491919823
17-2199.08,Fast,8.0,2024.0,16520,0.12027150952625769
17-2199.08,Fast,8.0,2024.0,21058,0.113589120901778
17-2199.08,Fast,8.0,2024.0,16528,0.003351287009346419
17-2199.08,Fast,8.0,2024.0,16523,0.0032394937783401458
17-2199.08,Fast,8.0,2024.0,16514,0.00308842367794514
17-2199.08,Fast,8.0,2024.0,16510,0.10436149797137755
17-2199.08,Fast,8.0,2024.0,16515,0.0029504458673463786
17-2199.08,Fast,8.0,2024.0,16530,0.002863819680456202
17-2199.08,Fast,8.0,2024.0,16518,0.0059185862735982725
17-2199.08,Fast,8.0,2024.0,16519,0.09523954361324453
17-2199.08,Fast,8.0,2024.0,16525,0.09261390930668548
17-2199.08,Fast,8.0,2024.0,16522,0.09226933787537853
17-2199.08,Fast,8.0,2024.0,16513,0.017389245482388776
17-2199.08,Fast,8.0,2024.25,16517,0.034608761301462246
17-2199.08,Fast,8.0,2024.25,16509,0.14730726201936598
17-2199.08,Fast,8.0,2024.25,16511,0.14127560599535827
17-2199.08,Fast,8.0,2024.25,16521,0.003935522061247021
17-2199.08,Fast,8.0,2024.25,16512,0.008258778973014483
17-2199.08,Fast,8.0,2024.25,16516,0.003606021409065152
17-2199.08,Fast,8.0,2024.25,21057,0.003597005544763325
17-2199.08,Fast,8.0,2024.25,16520,0.12048813981265635
17-2199.08,Fast,8.0,2024.25,21058,0.11379371502294308
17-2199.08,Fast,8.0,2024.25,16528,0.0032043938424686706
17-2199.08,Fast,8.0,2024.25,16523,0.003097500717508883
17-2199.08,Fast,8.0,2024.25,16514,0.002953052301680335
17-2199.08,Fast,8.0,2024.25,16510,0.10454947150961268
