soc,scenario,eta,t,R,J_5,J_8,J_10,A
27-3092.00,Fast,1.0,2025.25,0.0687294668507358,0.4,0.25,0.09999999999999998,0.7324999999999999
27-3092.00,Fast,1.0,2025.5,0.0710564446153614,0.4,0.25,0.09999999999999998,0.755
27-3092.00,Fast,1.0,2025.75,0.07339764535393949,0.4,0.25,0.19999999999999996,0.7775000000000001
27-3092.00,Fast,1.0,2026.0,0.0757531998668889,0.4,0.25,0.19999999999999996,0.8
27-3092.00,Fast,1.0,2026.25,0.07680475494009614,0.4,0.25,0.19999999999999996,0.81
27-3092.00,Fast,1.0,2026.5,0.07785918318762639,0.4,0.25,0.19999999999999996,0.8200000000000001
27-3092.00,Fast,1.0,2026.75,0.07891649640119283,0.4,0.25,0.19999999999999996,0.8300000000000001
27-3092.00,Fast,1.0,2027.0,0.0799767064371226,0.4,0.25,0.19999999999999996,0.8400000000000001
27-3092.00,Fast,1.0,2027.25,0.08103982521679941,0.4,0.25,0.19999999999999996,0.8500000000000001
27-3092.00,Fast,1.0,2027.5,0.08210586472711154,0.4,0.25,0.19999999999999996,0.8600000000000001
27-3092.00,Fast,1.0,2027.75,0.0831748370209003,0.4,0.25,0.19999999999999996,0.8700000000000001
27-3092.00,Fast,1.0,2028.0,0.08424675421741676,0.4,0.25,0.19999999999999996,0.88
27-3092.00,Fast,1.0,2028.25,0.08532162850277784,0.4,0.25,0.19999999999999996,0.89
27-3092.00,Fast,1.0,2028.5,0.08639947213042917,0.4,0.25,0.19999999999999996,0.9
27-3092.00,Fast,1.0,2028.75,0.08748029742161019,0.6,0.25,0.19999999999999996,0.91
27-3092.00,Fast,1.0,2029.0,0.08856411676582365,0.6,0.25,0.19999999999999996,0.92
27-3092.00,Fast,1.0,2029.25,0.08965094262130935,0.6,0.25,0.19999999999999996,0.93
27-3092.00,Fast,1.0,2029.5,0.09074078751552145,0.6,0.25,0.19999999999999996,0.9400000000000001
27-3092.00,Fast,1.0,2029.75,0.0918336640456096,0.6,0.25,0.19999999999999996,0.9500000000000001
27-3092.00,Fast,1.0,2030.0,0.0929295848789042,0.6,0.25,0.19999999999999996,0.9600000000000001
27-3092.00,Fast,1.0,2030.25,0.09402856275340589,0.6,0.25,0.19999999999999996,0.9700000000000001
27-3092.00,Fast,1.0,2030.5,0.09513061047827981,0.6,0.25,0.19999999999999996,0.98
27-3092.00,Fast,1.0,2030.75,0.09623574093435208,0.6,0.25,0.19999999999999996,0.99
27-3092.00,Fast,1.0,2031.0,0.0973439670746124,0.6,0.25,0.19999999999999996,1.0
27-3092.00,Fast,1.0,2031.25,0.0973439670746124,0.6,0.25,0.19999999999999996,1.0
27-3092.00,Fast,1.0,2031.5,0.0973439670746124,0.6,0.25,0.19999999999999996,1.0
27-3092.00,Fast,1.0,2031.75,0.0973439670746124,0.6,0.25,0.19999999999999996,1.0
27-3092.00,Fast,1.0,2032.0,0.0973439670746124,0.6,0.25,0.19999999999999996,1.0
27-3092.00,Fast,1.0,2032.25,0.0973439670746124,0.6,0.25,0.19999999999999996,1.0
27-3092.00,Fast,1.0,2032.5,0.0973439670746124,0.6,0.25,0.19999999999999996,1.0
27-3092.00,Fast,1.0,2032.75,0.0973439670746124,0.6,0.25,0.19999999999999996,1.0
27-3092.00,Fast,1.0,2033.0,0.0973439670746124,0.6,0.25,0.19999999999999996,1.0
27-3092.00,Fast,1.0,2033.25,0.0973439670746124,0.6,0.25,0.19999999999999996,1.0
27-3092.00,Fast,1.0,2033.5,0.0973439670746124,0.6,0.25,0.19999999999999996,1.0
27-3092.00,Fast,1.0,2033.75,0.0973439670746124,0.6,0.25,0.19999999999999996,1.0
27-3092.00,Fast,1.0,2034.0,0.0973439670746124,0.6,0.25,0.19999999999999996,1.0
27-3092.00,Fast,1.0,2034.25,0.0973439670746124,0.6,0.25,0.19999999999999996,1.0
27-3092.00,Fast,1.0,2034.5,0.0973439670746124,0.6,0.25,0.19999999999999996,1.0
27-3092.00,Fast,1.0,2034.75,0.0973439670746124,0.6,0.25,0.19999999999999996,1.0
27-3092.00,Fast,1.0,2035.0,0.0973439670746124,0.6,0.25,0.19999999999999996,1.0
27-3092.00,Fast,2.0,2024.0,0.10863716598962421,0.6,0.375,0.30000000000000004,0.65
27-3092.00,Fast,2.0,2024.25,0.11152411161550464,0.6,0.375,0.30000000000000004,0.665
27-3092.00,Fast,2.0,2024.5,0.11443086247407455,0.6,0.375,0.30000000000000004,0.6799999999999999
27-3092.00,Fast,2.0,2024.75,0.11735762307074475,0.6,0.375,0.30000000000000004,0.695
27-3092.00,Fast,2.0,2025.0,0.120304600736234,0.6,0.375,0.30000000000000004,0.71
27-3092.00,Fast,2.0,2025.25,0.12476343486012301,0.6,0.375,0.30000000000000004,0.7324999999999999
27-3092.00,Fast,2.0,2025.5,0.1292689528677551,0.6,0.375,0.30000000000000004,0.755
27-3092.00,Fast,2.0,2025.75,0.1338218917861317,0.6,0.5,0.30000000000000004,0.7775000000000001
27-3092.00,Fast,2.0,2026.0,0.1384230042388592,0.6,0.5,0.30000000000000004,0.8
27-3092.00,Fast,2.0,2026.25,0.14048360665729479,0.6,0.5,0.30000000000000004,0.81
27-3092.00,Fast,2.0,2026.5,0.1425539449618588,0.6,0.5,0.30000000000000004,0.8200000000000001
27-3092.00,Fast,2.0,2026.75,0.1446340883157724,0.6,0.5,0.30000000000000004,0.8300000000000001
27-3092.00,Fast,2.0,2027.0,0.14672410653892062,0.6,0.5,0.30000000000000004,0.8400000000000001
27-3092.00,Fast,2.0,2027.25,0.14882407011566495,0.6,0.5,0.30000000000000004,0.8500000000000001
27-3092.00,Fast,2.0,2027.5,0.15093405020276618,0.6,0.5,0.30000000000000004,0.8600000000000001
27-3092.00,Fast,2.0,2027.75,0.15305411863742172,0.6,0.5,0.30000000000000004,0.8700000000000001
27-3092.00,Fast,2.0,2028.0,0.1551843479454193,0.6,0.5,0.30000000000000004,0.88
27-3092.00,Fast,2.0,2028.25,0.15732481134940624,0.6,0.5,0.30000000000000004,0.89
27-3092.00,Fast,2.0,2028.5,0.15947558277728005,0.6,0.5,0.4,0.9
27-3092.00,Fast,2.0,2028.75,0.16163673687069915,0.6,0.5,0.4,0.91
27-3092.00,Fast,2.0,2029.0,0.16380834899371852,0.6,0.5,0.4,0.92
27-3092.00,Fast,2.0,2029.25,0.1659904952415494,0.6,0.5,0.4,0.93
27-3092.00,Fast,2.0,2029.5,0.1681832524494484,0.6,0.5,0.4,0.9400000000000001
27-3092.00,Fast,2.0,2029.75,0.17038669820173505,0.6,0.5,0.4,0.9500000000000001
27-3092.00,Fast,2.0,2030.0,0.17260091084094348,0.6,0.5,0.4,0.9600000000000001
27-3092.00,Fast,2.0,2030.25,0.1748259694771062,0.6,0.5,0.4,0.9700000000000001
27-3092.00,Fast,2.0,2030.5,0.17706195399717614,0.6,0.5,0.4,0.98
27-3092.00,Fast,2.0,2030.75,0.17930894507458883,0.6,0.5,0.4,0.99
27-3092.00,Fast,2.0,2031.0,0.18156702417896273,0.6,0.5,0.4,1.0
27-3092.00,Fast,2.0,2031.25,0.18156702417896273,0.6,0.5,0.4,1.0
27-3092.00,Fast,2.0,2031.5,0.18156702417896273,0.6,0.5,0.4,1.0
27-3092.00,Fast,2.0,2031.75,0.18156702417896273,0.6,0.5,0.4,1.0
27-3092.00,Fast,2.0,2032.0,0.18156702417896273,0.6,0.5,0.4,1.0
27-3092.00,Fast,2.0,2032.25,0.18156702417896273,0.6,0.5,0.4,1.0
27-3092.00,Fast,2.0,2032.5,0.18156702417896273,0.6,0.5,0.4,1.0
27-3092.00,Fast,2.0,2032.75,0.18156702417896273,0.6,0.5,0.4,1.0
27-3092.00,Fast,2.0,2033.0,0.18156702417896273,0.6,0.5,0.4,1.0
27-3092.00,Fast,2.0,2033.25,0.18156702417896273,0.6,0.5,0.4,1.0
27-3092.00,Fast,2.0,2033.5,0.18156702417896273,0.6,0.5,0.4,1.0
27-3092.00,Fast,2.0,2033.75,0.18156702417896273,0.6,0.5,0.4,1.0
27-3092.00,Fast,2.0,2034.0,0.18156702417896273,0.6,0.5,0.4,1.0
27-3092.00,Fast,2.0,2034.25,0.18156702417896273,0.6,0.5,0.4,1.0
27-3092.00,Fast,2.0,2034.5,0.18156702417896273,0.6,0.5,0.4,1.0
27-3092.00,Fast,2.0,2034.75,0.18156702417896273,0.6,0.5,0.4,1.0
27-3092.00,Fast,2.0,2035.0,0.18156702417896273,0.6,0.5,0.4,1.0
27-3092.00,Fast,4.0,2024.0,0.17448027328107402,0.6,0.5,0.4,0.65
27-3092.00,Fast,4.0,2024.25,0.17933339099740064,0.6,0.5,0.4,0.665
27-3092.00,Fast,4.0,2024.5,0.18423166673823063,0.6,0.5,0.4,0.6799999999999999
27-3092.00,Fast,4.0,2024.75,0.18917573373951424,0.6,0.5,0.4,0.695
27-3092.00,Fast,4.0,2025.0,0.1941662371323446,0.6,0.5,0.4,0.71
27-3092.00,Fast,4.0,2025.25,0.2017405017146706,0.6,0.5,0.4,0.7324999999999999
27-3092.00,Fast,4.0,2025.5,0.20942300134748693,0.6,0.5,0.4,0.755
27-3092.00,Fast,4.0,2025.75,0.2172160727190387,0.6,0.5,0.4,0.7775000000000001
27-3092.00,Fast,4.0,2026.0,0.22512212026752298,0.6,0.5,0.4,0.8
27-3092.00,Fast,4.0,2026.25,0.2286728277577494,0.6,0.5,0.4,0.81
27-3092.00,Fast,4.0,2026.5,0.23224656121404916,0.6,0.5,0.4,0.8200000000000001
27-3092.00,Fast,4.0,2026.75,0.23584354534649918,0.6,0.5,0.4,0.8300000000000001
27-3092.00,Fast,4.0,2027.0,0.23946400779864271,0.6,0.5,0.4,0.8400000000000001
27-3092.00,Fast,4.0,2027.25,0.24310817919551309,0.6,0.5,0.4,0.8500000000000001
27-3092.00,Fast,4.0,2027.5,0.24677629319260766,0.6,0.5,0.4,0.8600000000000001
27-3092.00,Fast,4.0,2027.75,0.2504685865258258,0.6,0.5,0.4,0.8700000000000001
27-3092.00,Fast,4.0,2028.0,0.25418529906240184,0.6,0.5,0.4,0.88
27-3092.00,Fast,4.0,2028.25,0.2579266738528486,0.6,0.5,0.4,0.89
27-3092.00,Fast,4.0,2028.5,0.2616929571839406,0.6,0.5,0.4,0.9
27-3092.00,Fast,4.0,2028.75,0.26548439863275813,0.6,0.5,0.4,0.91
27-3092.00,Fast,4.0,2029.0,0.26930125112181774,0.6,0.5,0.4,0.92
27-3092.00,Fast,4.0,2029.25,0.27314377097531545,0.6,0.5,0.4,0.93
27-3092.00,Fast,4.0,2029.5,0.27701221797650843,0.6,0.5,0.4,0.9400000000000001
27-3092.00,Fast,4.0,2029.75,0.2809068554262621,0.6,0.5,0.4,0.9500000000000001
27-3092.00,Fast,4.0,2030.0,0.28482795020278945,0.6,0.5,0.4,0.9600000000000001
27-3092.00,Fast,4.0,2030.25,0.2887757728226135,0.6,0.5,0.4,0.9700000000000001
27-3092.00,Fast,4.0,2030.5,0.29275059750278043,0.6,0.5,0.4,0.98
27-3092.00,Fast,4.0,2030.75,0.29675270222435207,0.6,0.5,0.4,0.99
27-3092.00,Fast,4.0,2031.0,0.3007823687972124,0.6,0.5,0.4,1.0
27-3092.00,Fast,4.0,2031.25,0.3007823687972124,0.6,0.5,0.4,1.0
27-3092.00,Fast,4.0,2031.5,0.3007823687972124,0.6,0.5,0.4,1.0
27-3092.00,Fast,4.0,2031.75,0.3007823687972124,0.6,0.5,0.4,1.0
27-3092.00,Fast,4.0,2032.0,0.3007823687972124,0.6,0.5,0.4,1.0
27-3092.00,Fast,4.0,2032.25,0.3007823687972124,0.6,0.5,0.4,1.0
27-3092.00,Fast,4.0,2032.5,0.3007823687972124,0.6,0.5,0.4,1.0
27-3092.00,Fast,4.0,2032.75,0.3007823687972124,0.6,0.5,0.4,1.0
27-3092.00,Fast,4.0,2033.0,0.3007823687972124,0.6,0.5,0.4,1.0
27-3092.00,Fast,4.0,2033.25,0.3007823687972124,0.6,0.5,0.4,1.0
27-3092.00,Fast,4.0,2033.5,0.3007823687972124,0.6,0.5,0.4,1.0
27-3092.00,Fast,4.0,2033.75,0.3007823687972124,0.6,0.5,0.4,1.0
27-3092.00,Fast,4.0,2034.0,0.3007823687972124,0.6,0.5,0.4,1.0
27-3092.00,Fast,4.0,2034.25,0.3007823687972124,0.6,0.5,0.4,1.0
27-3092.00,Fast,4.0,2034.5,0.3007823687972124,0.6,0.5,0.4,1.0
27-3092.00,Fast,4.0,2034.75,0.3007823687972124,0.6,0.5,0.4,1.0
27-3092.00,Fast,4.0,2035.0,0.3007823687972124,0.6,0.5,0.4,1.0
27-3092.00,Fast,8.0,2024.0,0.23943263239273768,0.6,0.5,0.4,0.65
27-3092.00,Fast,8.0,2024.25,0.24561331771524159,0.6,0.5,0.4,0.665
27-3092.00,Fast,8.0,2024.5,0.2518271612603034,0.6,0.5,0.4,0.6799999999999999
27-3092.00,Fast,8.0,2024.75,0.2580744305771073,0.6,0.5,0.4,0.695
27-3092.00,Fast,8.0,2025.0,0.2643553961010236,0.6,0.5,0.4,0.71
27-3092.00,Fast,8.0,2025.25,0.2738406235611121,0.6,0.5,0.4,0.7324999999999999
27-3092.00,Fast,8.0,2025.5,0.2834032183859018,0.6,0.5,0.4,0.755
27-3092.00,Fast,8.0,2025.75,0.293044131035571,0.6,0.5,0.4,0.7775000000000001
27-3092.00,Fast,8.0,2026.0,0.30276432760288524,0.6,0.5,0.4,0.8
27-3092.00,Fast,8.0,2026.25,0.30711012038732455,0.6,0.5,0.4,0.81
27-3092.00,Fast,8.0,2026.5,0.3114718552043905,0.6,0.5,0.4,0.8200000000000001
27-3092.00,Fast,8.0,2026.75,0.3158496199375018,0.6,0.5,0.4,0.8300000000000001
27-3092.00,Fast,8.0,2027.0,0.32024350311723127,0.6,0.5,0.4,0.8400000000000001
27-3092.00,Fast,8.0,2027.25,0.32465359392727317,0.6,0.5,0.4,0.8500000000000001
27-3092.00,Fast,8.0,2027.5,0.32907998221047857,0.6,0.5,0.4,0.8600000000000001
27-3092.00,Fast,8.0,2027.75,0.33352275847495505,0.6,0.5,0.4,0.8700000000000001
27-3092.00,Fast,8.0,2028.0,0.33798201390023613,0.6,0.5,0.4,0.88
27-3092.00,Fast,8.0,2028.25,0.3424578403435192,0.6,0.5,0.4,0.89
27-3092.00,Fast,8.0,2028.5,0.34695033034597283,0.6,0.5,0.4,0.9
27-3092.00,Fast,8.0,2028.75,0.35145957713911413,0.6,0.5,0.4,0.91
27-3092.00,Fast,8.0,2029.0,0.3559856746512592,0.6,0.5,0.4,0.92
27-3092.00,Fast,8.0,2029.25,0.3605287175140442,0.6,0.5,0.4,0.93
27-3092.00,Fast,8.0,2029.5,0.3650888010690205,0.6,0.5,0.4,0.9400000000000001
27-3092.00,Fast,8.0,2029.75,0.36966602137432564,0.6,0.5,0.4,0.9500000000000001
27-3092.00,Fast,8.0,2030.0,0.37426047521142675,0.6,0.5,0.4,0.9600000000000001
27-3092.00,Fast,8.0,2030.25,0.3788722600919427,0.6,0.5,0.4,0.9700000000000001
27-3092.00,Fast,8.0,2030.5,0.3835014742645428,0.6,0.5,0.4,0.98
27-3092.00,Fast,8.0,2030.75,0.3881482167219234,0.6,0.5,0.4,0.99
27-3092.00,Fast,8.0,2031.0,0.39281258720786405,0.6,0.5,0.4,1.0
27-3092.00,Fast,8.0,2031.25,0.39281258720786405,0.6,0.5,0.4,1.0
27-3092.00,Fast,8.0,2031.5,0.39281258720786405,0.6,0.5,0.4,1.0
27-3092.00,Fast,8.0,2031.75,0.39281258720786405,0.6,0.5,0.4,1.0
27-3092.00,Fast,8.0,2032.0,0.39281258720786405,0.6,0.5,0.4,1.0
27-3092.00,Fast,8.0,2032.25,0.39281258720786405,0.6,0.5,0.4,1.0
27-3092.00,Fast,8.0,2032.5,0.39281258720786405,0.6,0.5,0.4,1.0
27-3092.00,Fast,8.0,2032.75,0.39281258720786405,0.6,0.5,0.4,1.0
27-3092.00,Fast,8.0,2033.0,0.39281258720786405,0.6,0.5,0.4,1.0
27-3092.00,Fast,8.0,2033.25,0.39281258720786405,0.6,0.5,0.4,1.0
27-3092.00,Fast,8.0,2033.5,0.39281258720786405,0.6,0.5,0.4,1.0
27-3092.00,Fast,8.0,2033.75,0.39281258720786405,0.6,0.5,0.4,1.0
27-3092.00,Fast,8.0,2034.0,0.39281258720786405,0.6,0.5,0.4,1.0
27-3092.00,Fast,8.0,2034.25,0.39281258720786405,0.6,0.5,0.4,1.0
27-3092.00,Fast,8.0,2034.5,0.39281258720786405,0.6,0.5,0.4,1.0
27-3092.00,Fast,8.0,2034.75,0.39281258720786405,0.6,0.5,0.4,1.0
27-3092.00,Fast,8.0,2035.0,0.39281258720786405,0.6,0.5,0.4,1.0
