O*NET-SOC Code	Task ID	Scale ID	Category	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
11-9141.00	7225	FT	5	9.09	11	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7225	FT	6	0.00	11	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7225	FT	7	0.00	11	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7225	IM	n/a	3.55	11	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7225	RT	n/a	55.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7243	FT	1	25.00	8	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7243	FT	2	50.00	8	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7243	FT	3	12.50	8	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7243	FT	4	0.00	8	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7243	FT	5	12.50	8	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7243	FT	6	0.00	8	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7243	FT	7	0.00	8	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7243	IM	n/a	3.50	8	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7243	RT	n/a	40.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7242	FT	1	85.71	7	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7242	FT	2	14.29	7	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7242	FT	3	0.00	7	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7242	FT	4	0.00	7	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7242	FT	5	0.00	7	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7242	FT	6	0.00	7	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7242	FT	7	0.00	7	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7242	IM	n/a	3.29	7	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7242	RT	n/a	35.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7244	FT	1	55.56	9	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7244	FT	2	22.22	9	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7244	FT	3	22.22	9	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7244	FT	4	0.00	9	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7244	FT	5	0.00	9	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7244	FT	6	0.00	9	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7244	FT	7	0.00	9	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7244	IM	n/a	3.00	9	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7244	RT	n/a	45.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9151.00	1131	FT	1	1.01	63	1.0239	0.1309	7.3353	N	08/2018	Incumbent
11-9151.00	1131	FT	2	7.08	63	3.8761	2.2956	19.8338	N	08/2018	Incumbent
11-9151.00	1131	FT	3	12.06	63	4.4336	5.6089	24.0260	N	08/2018	Incumbent
11-9151.00	1131	FT	4	9.05	63	3.4705	4.1044	18.7725	N	08/2018	Incumbent
11-9151.00	1131	FT	5	43.13	63	6.4296	30.9918	56.1558	N	08/2018	Incumbent
11-9151.00	1131	FT	6	10.90	63	3.3611	5.7691	19.6343	N	08/2018	Incumbent
11-9151.00	1131	FT	7	16.78	63	5.6201	8.2709	31.0693	N	08/2018	Incumbent
11-9151.00	1131	IM	n/a	4.37	64	0.1129	4.1408	4.5918	N	08/2018	Incumbent
11-9151.00	1131	RT	n/a	87.80	72	5.1926	73.2461	94.9832	N	08/2018	Incumbent
11-9151.00	1129	FT	1	0.98	65	0.9903	0.1283	7.0708	N	08/2018	Incumbent
11-9151.00	1129	FT	2	4.29	65	2.8733	1.0940	15.3565	N	08/2018	Incumbent
11-9151.00	1129	FT	3	14.01	65	5.7318	5.9217	29.6485	N	08/2018	Incumbent
11-9151.00	1129	FT	4	9.68	65	4.3919	3.7836	22.6240	N	08/2018	Incumbent
11-9151.00	1129	FT	5	32.54	65	5.8820	22.0243	45.1729	N	08/2018	Incumbent
11-9151.00	1129	FT	6	22.45	65	6.0328	12.6543	36.6469	N	08/2018	Incumbent
11-9151.00	1129	FT	7	16.05	65	5.8378	7.4470	31.2397	N	08/2018	Incumbent
11-9151.00	1129	IM	n/a	4.36	64	0.0858	4.1845	4.5272	N	08/2018	Incumbent
11-9151.00	1129	RT	n/a	87.87	72	5.3962	72.5247	95.2083	N	08/2018	Incumbent
11-9151.00	1130	FT	1	6.18	66	3.6044	1.8653	18.5657	N	08/2018	Incumbent
11-9151.00	1130	FT	2	3.95	66	2.2679	1.2316	11.9482	N	08/2018	Incumbent
11-9151.00	1130	FT	3	24.20	66	5.6879	14.6657	37.2264	N	08/2018	Incumbent
11-9151.00	1130	FT	4	20.22	66	6.4800	10.2018	36.1142	N	08/2018	Incumbent
11-9151.00	1130	FT	5	28.18	66	6.2397	17.4873	42.0690	N	08/2018	Incumbent
11-9151.00	1130	FT	6	13.18	66	6.0401	5.0210	30.3424	N	08/2018	Incumbent
11-9151.00	1130	FT	7	4.10	66	2.4462	1.2211	12.8987	N	08/2018	Incumbent
11-9151.00	1130	IM	n/a	4.32	66	0.1056	4.1118	4.5337	N	08/2018	Incumbent
11-9151.00	1130	RT	n/a	93.61	71	4.3742	77.3130	98.4355	N	08/2018	Incumbent
11-9151.00	1132	FT	1	9.91	56	5.6422	3.0052	28.0747	N	08/2018	Incumbent
11-9151.00	1132	FT	2	19.64	56	6.3958	9.7890	35.5082	N	08/2018	Incumbent
11-9151.00	1132	FT	3	33.23	56	7.7655	19.7908	50.0867	N	08/2018	Incumbent
11-9151.00	1132	FT	4	7.91	56	3.9337	2.8311	20.2239	N	08/2018	Incumbent
11-9151.00	1132	FT	5	19.49	56	5.8015	10.3464	33.6822	N	08/2018	Incumbent
11-9151.00	1132	FT	6	1.59	56	1.4830	0.2424	9.7306	N	08/2018	Incumbent
11-9151.00	1132	FT	7	8.23	56	4.5596	2.6025	23.1185	N	08/2018	Incumbent
11-9151.00	1132	IM	n/a	4.27	54	0.1538	3.9622	4.5793	N	08/2018	Incumbent
11-9151.00	1132	RT	n/a	78.78	72	6.3613	63.4845	88.8024	N	08/2018	Incumbent
11-9151.00	1128	FT	1	7.26	63	4.5023	2.0141	22.9579	N	08/2018	Incumbent
11-9151.00	1128	FT	2	13.29	63	3.9629	7.1585	23.3617	N	08/2018	Incumbent
11-9151.00	1128	FT	3	27.00	63	8.0358	14.0706	45.5228	N	08/2018	Incumbent
11-9151.00	1128	FT	4	19.71	63	5.3129	11.1446	32.4407	N	08/2018	Incumbent
11-9151.00	1128	FT	5	22.91	63	6.2056	12.8370	37.4986	N	08/2018	Incumbent
11-9151.00	1128	FT	6	4.61	63	2.5734	1.4752	13.4715	N	08/2018	Incumbent
11-9151.00	1128	FT	7	5.22	63	2.8670	1.7008	14.9225	N	08/2018	Incumbent
11-9151.00	1128	IM	n/a	4.21	61	0.1123	3.9831	4.4325	N	08/2018	Incumbent
11-9151.00	1128	RT	n/a	90.36	72	4.4024	77.3828	96.2485	N	08/2018	Incumbent
11-9151.00	18463	FT	1	5.45	63	2.8825	1.8525	14.9908	N	08/2018	Incumbent
11-9151.00	18463	FT	2	5.58	63	2.8238	1.9834	14.7143	N	08/2018	Incumbent
11-9151.00	18463	FT	3	21.47	63	7.1500	10.4804	38.9537	N	08/2018	Incumbent
11-9151.00	18463	FT	4	21.32	63	4.4963	13.6854	31.6481	N	08/2018	Incumbent
11-9151.00	18463	FT	5	14.85	63	5.5023	6.8063	29.3861	N	08/2018	Incumbent
11-9151.00	18463	FT	6	16.59	63	6.1769	7.5370	32.6824	N	08/2018	Incumbent
11-9151.00	18463	FT	7	14.74	63	5.1417	7.0935	28.1477	N	08/2018	Incumbent
11-9151.00	18463	IM	n/a	4.19	60	0.1372	3.9127	4.4619	N	08/2018	Incumbent
11-9151.00	18463	RT	n/a	86.62	72	5.0320	73.1462	93.8978	N	08/2018	Incumbent
11-9151.00	1127	FT	1	4.76	60	3.0746	1.2709	16.2585	N	08/2018	Incumbent
11-9151.00	1127	FT	2	6.69	60	3.6952	2.1457	18.9873	N	08/2018	Incumbent
11-9151.00	1127	FT	3	26.70	60	6.6359	15.6034	41.7935	N	08/2018	Incumbent
11-9151.00	1127	FT	4	30.94	60	7.0093	18.8595	46.3462	N	08/2018	Incumbent
11-9151.00	1127	FT	5	21.65	60	6.2261	11.7024	36.5438	N	08/2018	Incumbent
11-9151.00	1127	FT	6	3.07	60	2.2320	0.7033	12.4339	N	08/2018	Incumbent
11-9151.00	1127	FT	7	6.18	60	3.8349	1.7241	19.8354	N	08/2018	Incumbent
11-9151.00	1127	IM	n/a	4.05	60	0.1252	3.7971	4.2981	N	08/2018	Incumbent
11-9151.00	1127	RT	n/a	84.91	72	4.9268	72.3326	92.3778	N	08/2018	Incumbent
11-9151.00	1135	FT	1	29.14	58	7.7595	16.2321	46.6033	N	08/2018	Incumbent
11-9151.00	1135	FT	2	41.89	58	6.5982	29.5277	55.3706	N	08/2018	Incumbent
11-9151.00	1135	FT	3	16.21	58	5.6171	7.7916	30.6910	N	08/2018	Incumbent
11-9151.00	1135	FT	4	3.43	58	2.6590	0.7042	15.0650	N	08/2018	Incumbent
11-9151.00	1135	FT	5	7.80	58	4.2402	2.5353	21.5992	N	08/2018	Incumbent
11-9151.00	1135	FT	6	0.00	58	0.0000	n/a	n/a	N	08/2018	Incumbent
11-9151.00	1135	FT	7	1.53	58	1.4840	0.2144	10.0637	N	08/2018	Incumbent
11-9151.00	1135	IM	n/a	3.95	57	0.1541	3.6429	4.2603	N	08/2018	Incumbent
11-9151.00	1135	RT	n/a	84.34	72	4.7651	72.3988	91.7060	N	08/2018	Incumbent
11-9151.00	1133	FT	1	15.48	58	5.6031	7.2108	30.1574	N	08/2018	Incumbent
11-9151.00	1133	FT	2	31.47	58	7.2272	19.0106	47.3223	N	08/2018	Incumbent
11-9151.00	1133	FT	3	22.65	58	5.1475	13.9839	34.5273	N	08/2018	Incumbent
11-9151.00	1133	FT	4	14.92	58	5.4782	6.8799	29.3852	N	08/2018	Incumbent
11-9151.00	1133	FT	5	8.34	58	3.9902	3.0979	20.5568	N	08/2018	Incumbent
11-9151.00	1133	FT	6	0.00	58	0.0000	n/a	n/a	N	08/2018	Incumbent
11-9151.00	1133	FT	7	7.14	58	4.0574	2.2110	20.7510	N	08/2018	Incumbent
11-9151.00	1133	IM	n/a	3.89	57	0.1123	3.6644	4.1145	N	08/2018	Incumbent
11-9151.00	1133	RT	n/a	83.99	71	6.5353	66.5568	93.2581	N	08/2018	Incumbent
11-9151.00	18464	FT	1	4.48	61	3.5592	0.8798	19.8478	N	08/2018	Incumbent
11-9151.00	18464	FT	2	34.76	61	7.9374	20.9235	51.7654	N	08/2018	Incumbent
11-9151.00	18464	FT	3	30.02	61	6.3763	18.9499	44.0509	N	08/2018	Incumbent
11-9151.00	18464	FT	4	8.75	61	4.2891	3.1732	21.9264	N	08/2018	Incumbent
11-9151.00	18464	FT	5	17.07	61	8.0545	6.1858	39.1123	N	08/2018	Incumbent
11-9151.00	18464	FT	6	1.35	61	1.3409	0.1821	9.3034	N	08/2018	Incumbent
11-9151.00	18464	FT	7	3.56	61	2.1435	1.0499	11.4003	N	08/2018	Incumbent
11-9151.00	18464	IM	n/a	3.87	62	0.1043	3.6585	4.0754	N	08/2018	Incumbent
11-9151.00	18464	RT	n/a	85.89	71	6.1598	68.8350	94.3729	N	08/2018	Incumbent
11-9151.00	1139	FT	1	5.69	50	3.8607	1.3994	20.3926	N	08/2018	Incumbent
11-9151.00	1139	FT	2	18.89	50	4.5276	11.3980	29.6672	N	08/2018	Incumbent
11-9151.00	1139	FT	3	23.64	50	6.7626	12.7288	39.6616	N	08/2018	Incumbent
11-9151.00	1139	FT	4	22.28	50	6.0846	12.3916	36.7392	N	08/2018	Incumbent
11-9151.00	1139	FT	5	16.20	50	6.9472	6.4674	35.0923	N	08/2018	Incumbent
11-9151.00	1139	FT	6	5.87	50	3.3673	1.7983	17.5066	N	08/2018	Incumbent
11-9151.00	1139	FT	7	7.43	50	4.6409	2.0270	23.7489	N	08/2018	Incumbent
11-9151.00	1139	IM	n/a	3.73	50	0.1513	3.4277	4.0358	N	08/2018	Incumbent
11-9151.00	1139	RT	n/a	70.95	72	7.3680	54.4960	83.2863	N	08/2018	Incumbent
11-9151.00	1134	FT	1	25.54	63	7.7452	13.1887	43.6352	N	08/2018	Incumbent
11-9151.00	1134	FT	2	27.13	63	5.2003	18.0384	38.6476	N	08/2018	Incumbent
11-9151.00	1134	FT	3	29.31	63	6.7725	17.7449	44.3508	N	08/2018	Incumbent
11-9151.00	1134	FT	4	10.00	63	3.8602	4.5049	20.7557	N	08/2018	Incumbent
11-9151.00	1134	FT	5	2.77	63	2.7497	0.3686	17.9858	N	08/2018	Incumbent
11-9151.00	1134	FT	6	3.82	63	2.6536	0.9270	14.4062	N	08/2018	Incumbent
11-9151.00	1134	FT	7	1.43	63	1.4150	0.1947	9.7397	N	08/2018	Incumbent
11-9151.00	1134	IM	n/a	3.42	61	0.1378	3.1465	3.6979	N	08/2018	Incumbent
11-9151.00	1134	RT	n/a	89.92	72	4.0773	78.4399	95.6298	N	08/2018	Incumbent
11-9151.00	1138	FT	1	16.37	45	5.4574	8.0570	30.4144	N	08/2018	Incumbent
11-9151.00	1138	FT	2	48.82	45	8.9538	31.6590	66.2609	N	08/2018	Incumbent
11-9151.00	1138	FT	3	18.62	45	7.4584	7.8241	38.1585	N	08/2018	Incumbent
11-9151.00	1138	FT	4	1.19	45	0.9783	0.2240	6.0556	N	08/2018	Incumbent
11-9151.00	1138	FT	5	13.13	45	4.5482	6.3393	25.2408	N	08/2018	Incumbent
11-9151.00	1138	FT	6	0.00	45	0.0000	n/a	n/a	N	08/2018	Incumbent
11-9151.00	1138	FT	7	1.87	45	1.9436	0.2250	13.8731	N	08/2018	Incumbent
11-9151.00	1138	IM	n/a	3.64	43	0.1546	3.3315	3.9557	N	08/2018	Incumbent
11-9151.00	1138	RT	n/a	59.82	72	8.2240	42.9409	74.6539	N	08/2018	Incumbent
11-9151.00	1137	FT	1	24.96	47	8.0422	12.2918	44.1153	N	08/2018	Incumbent
11-9151.00	1137	FT	2	29.38	47	11.3284	12.1751	55.5290	N	08/2018	Incumbent
11-9151.00	1137	FT	3	27.76	47	9.4915	12.9049	49.9049	N	08/2018	Incumbent
11-9151.00	1137	FT	4	5.69	47	2.5366	2.2782	13.5129	N	08/2018	Incumbent
11-9151.00	1137	FT	5	6.08	47	3.4667	1.8697	18.0143	N	08/2018	Incumbent
11-9151.00	1137	FT	6	1.72	47	1.7724	0.2101	12.6485	N	08/2018	Incumbent
11-9151.00	1137	FT	7	4.42	47	4.3441	0.5797	26.8210	N	08/2018	Incumbent
11-9151.00	1137	IM	n/a	3.63	45	0.1968	3.2334	4.0266	N	08/2018	Incumbent
11-9151.00	1137	RT	n/a	65.03	72	6.7847	50.6339	77.1197	N	08/2018	Incumbent
11-9151.00	1136	FT	1	20.46	41	9.5514	7.2859	45.7226	N	08/2018	Incumbent
11-9151.00	1136	FT	2	41.55	41	8.5735	25.8322	59.2001	N	08/2018	Incumbent
11-9151.00	1136	FT	3	21.40	41	6.7876	10.7511	38.0987	N	08/2018	Incumbent
11-9151.00	1136	FT	4	6.91	41	4.6015	1.7214	23.9577	N	08/2018	Incumbent
11-9151.00	1136	FT	5	7.57	41	4.8286	1.9874	24.8352	N	08/2018	Incumbent
11-9151.00	1136	FT	6	0.00	41	0.0000	n/a	n/a	N	08/2018	Incumbent
11-9151.00	1136	FT	7	2.10	41	2.1153	0.2684	14.6311	N	08/2018	Incumbent
11-9151.00	1136	IM	n/a	3.38	41	0.1857	3.0056	3.7563	N	08/2018	Incumbent
11-9151.00	1136	RT	n/a	61.77	72	6.4371	48.4036	73.5581	N	08/2018	Incumbent
11-9151.00	1141	FT	1	25.03	24	10.4075	9.5863	51.2595	N	08/2018	Incumbent
11-9151.00	1141	FT	2	31.73	24	12.8071	12.0356	61.2277	N	08/2018	Incumbent
11-9151.00	1141	FT	3	24.71	24	10.5788	9.1912	51.5528	N	08/2018	Incumbent
11-9151.00	1141	FT	4	8.03	24	7.6079	1.0273	42.3692	N	08/2018	Incumbent
11-9151.00	1141	FT	5	2.77	24	2.7118	0.3551	18.5923	N	08/2018	Incumbent
11-9151.00	1141	FT	6	0.00	24	0.0000	n/a	n/a	N	08/2018	Incumbent
11-9151.00	1141	FT	7	7.72	24	5.3618	1.7314	28.4154	N	08/2018	Incumbent
11-9151.00	1141	IM	n/a	3.37	26	0.2829	2.7897	3.9550	N	08/2018	Incumbent
11-9151.00	1141	RT	n/a	34.77	72	5.7338	24.3587	46.8797	N	08/2018	Incumbent
11-9161.00	7263	FT	1	4.76	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7263	FT	2	47.62	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7263	FT	3	28.57	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7263	FT	4	4.76	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7263	FT	5	14.29	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7263	FT	6	0.00	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7263	FT	7	0.00	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7263	IM	n/a	4.64	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7263	RT	n/a	100.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7258	FT	1	0.00	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7258	FT	2	23.81	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7258	FT	3	33.33	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7258	FT	4	23.81	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7258	FT	5	19.05	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7258	FT	6	0.00	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7258	FT	7	0.00	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7258	IM	n/a	4.48	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7258	RT	n/a	95.45	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7257	FT	1	33.33	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7257	FT	2	57.14	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7257	FT	3	4.76	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7257	FT	4	0.00	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7257	FT	5	0.00	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7257	FT	6	0.00	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7257	FT	7	4.76	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7257	IM	n/a	4.43	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7257	RT	n/a	95.45	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7260	FT	1	13.64	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7260	FT	2	22.73	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7260	FT	3	13.64	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7260	FT	4	4.55	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7260	FT	5	27.27	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7260	FT	6	18.18	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7260	FT	7	0.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7260	IM	n/a	4.36	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7260	RT	n/a	100.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7256	FT	1	22.73	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7256	FT	2	31.82	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7256	FT	3	31.82	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7256	FT	4	13.64	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7256	FT	5	0.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7256	FT	6	0.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7256	FT	7	0.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7256	IM	n/a	4.36	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7256	RT	n/a	100.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7254	FT	1	22.73	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7254	FT	2	50.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7254	FT	3	27.27	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7254	FT	4	0.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7254	FT	5	0.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7254	FT	6	0.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7254	FT	7	0.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7254	IM	n/a	4.29	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7254	RT	n/a	100.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7264	FT	1	27.27	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7264	FT	2	59.09	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7264	FT	3	13.64	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7264	FT	4	0.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7264	FT	5	0.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7264	FT	6	0.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7264	FT	7	0.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7264	IM	n/a	4.14	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7264	RT	n/a	100.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7266	FT	1	27.27	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7266	FT	2	45.45	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7266	FT	3	13.64	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7266	FT	4	0.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7266	FT	5	4.55	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7266	FT	6	9.09	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7266	FT	7	0.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7266	IM	n/a	4.09	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7266	RT	n/a	100.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7261	FT	1	9.52	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7261	FT	2	52.38	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7261	FT	3	38.10	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7261	FT	4	0.00	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7261	FT	5	0.00	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7261	FT	6	0.00	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7261	FT	7	0.00	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7261	IM	n/a	4.09	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7261	RT	n/a	100.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7253	FT	1	9.09	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7253	FT	2	31.82	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7253	FT	3	9.09	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7253	FT	4	18.18	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7253	FT	5	22.73	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7253	FT	6	9.09	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7253	FT	7	0.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7253	IM	n/a	4.05	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7253	RT	n/a	100.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7262	FT	1	13.64	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7262	FT	2	36.36	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7262	FT	3	31.82	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7262	FT	4	13.64	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7262	FT	5	4.55	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7262	FT	6	0.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7262	FT	7	0.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7262	IM	n/a	4.05	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7262	RT	n/a	100.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7269	FT	1	40.91	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7269	FT	2	22.73	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7269	FT	3	31.82	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-9161.00	7269	FT	4	4.55	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
