"id","incident_id","name","country","category","subcategory"
"2_0",2,"Not available","Armenia","State institutions / political system","Civil service / administration"
"2_1",2,"Not available","Armenia","Media","Not available"
"2_2",2,"Not available","Armenia","Other","Not available"
"3_0",3,"Not available","Azerbaijan","Social groups","Advocacy / activists (e.g. human rights organizations)"
"3_1",3,"Not available","Azerbaijan","End user(s) / specially protected groups","Not available"
"3_2",3,"Not available","Azerbaijan","Media","Not available"
"4_0",4,"Not available","Taiwan","State institutions / political system","Government / ministries"
"5_0",5,"Not available","United States","State institutions / political system","Government / ministries"
"5_1",5,"Not available","United States","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"6_0",6,"","China","Other","Not available"
"7_0",7,"","Japan","Social groups","Not available"
"7_1",7,"","Japan","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"7_2",7,"","Japan","End user(s) / specially protected groups","Not available"
"8_0",8,"","Afghanistan","Critical infrastructure","Health"
"9_0",9,"Not available","India","Media","Not available"
"10_0",10,"","United States","State institutions / political system","Legislative"
"10_1",10,"","United States","State institutions / political system","Civil service / administration"
"10_2",10,"","United States","State institutions / political system","Election infrastructure / related systems"
"10_3",10,"","United States","Social groups","Religious"
"10_4",10,"","United States","End user(s) / specially protected groups","Not available"
"10_5",10,"","United States","Science","Not available"
"11_0",11,"","United States","State institutions / political system","Government / ministries"
"11_1",11,"","United States","State institutions / political system","Military"
"11_2",11,"","United States","Critical infrastructure","Defence industry"
"12_0",11,"","United Kingdom","State institutions / political system","Government / ministries"
"12_1",11,"","United Kingdom","State institutions / political system","Military"
"12_2",11,"","United Kingdom","Critical infrastructure","Defence industry"
"14_0",13,"","Korea, Republic of","State institutions / political system","Government / ministries"
"14_1",13,"","Korea, Republic of","State institutions / political system","Military"
"14_2",13,"","Korea, Republic of","State institutions / political system","Police"
"14_3",13,"","Korea, Republic of","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"14_4",13,"","Korea, Republic of","Science","Not available"
"15_0",14,"","Taiwan","State institutions / political system","Government / ministries"
"15_1",14,"","Taiwan","State institutions / political system","Political parties"
"16_0",15,"","Korea, Republic of","State institutions / political system","Government / ministries"
"17_0",16,"","Greece","State institutions / political system","Political parties"
"17_1",16,"","Greece","International / supranational organization","Not available"
"17_2",16,"","Greece","Other","Not available"
"18_0",17,"","Japan","State institutions / political system","Government / ministries"
"18_1",17,"","Japan","Social groups","Religious"
"18_2",17,"","Japan","End user(s) / specially protected groups","Not available"
"18_3",17,"","Japan","Science","Not available"
"18_4",17,"","Japan","State institutions / political system","Police"
"19_0",18,"","India","State institutions / political system","Government / ministries"
"19_1",18,"","India","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"19_2",18,"","India","Media","Not available"
"20_0",18,"","United States","State institutions / political system","Government / ministries"
"20_1",18,"","United States","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"20_2",18,"","United States","Media","Not available"
"21_0",18,"","Vietnam","State institutions / political system","Government / ministries"
"21_1",18,"","Vietnam","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"21_2",18,"","Vietnam","Media","Not available"
"22_0",18,"","Myanmar","State institutions / political system","Government / ministries"
"22_1",18,"","Myanmar","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"22_2",18,"","Myanmar","Media","Not available"
"23_0",18,"","Philippines","State institutions / political system","Government / ministries"
"23_1",18,"","Philippines","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"23_2",18,"","Philippines","Media","Not available"
"24_0",18,"","Korea, Republic of","State institutions / political system","Government / ministries"
"24_1",18,"","Korea, Republic of","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"24_2",18,"","Korea, Republic of","Media","Not available"
"25_0",18,"","Singapore","State institutions / political system","Government / ministries"
"25_1",18,"","Singapore","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"25_2",18,"","Singapore","Media","Not available"
"26_0",18,"","Saudi Arabia","State institutions / political system","Government / ministries"
"26_1",18,"","Saudi Arabia","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"26_2",18,"","Saudi Arabia","Media","Not available"
"27_0",18,"","Thailand","State institutions / political system","Government / ministries"
"27_1",18,"","Thailand","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"27_2",18,"","Thailand","Media","Not available"
"29_0",19,"","United States","State institutions / political system","Government / ministries"
"29_1",19,"","United States","Critical infrastructure","Energy"
"29_2",19,"","United States","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"29_3",19,"","United States","Media","Not available"
"29_4",19,"","United States","Critical infrastructure","Finance"
"28_0",19,"","Brazil","State institutions / political system","Government / ministries"
"28_1",19,"","Brazil","Critical infrastructure","Energy"
"28_2",19,"","Brazil","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"28_3",19,"","Brazil","Media","Not available"
"28_4",19,"","Brazil","Critical infrastructure","Finance"
"31_0",19,"","France","State institutions / political system","Government / ministries"
"31_1",19,"","France","Critical infrastructure","Energy"
"31_2",19,"","France","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"31_3",19,"","France","Media","Not available"
"31_4",19,"","France","Critical infrastructure","Finance"
"34_0",19,"","Kazakhstan","State institutions / political system","Government / ministries"
"34_1",19,"","Kazakhstan","Critical infrastructure","Energy"
"34_2",19,"","Kazakhstan","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"34_3",19,"","Kazakhstan","Media","Not available"
"34_4",19,"","Kazakhstan","Critical infrastructure","Finance"
"32_0",19,"","United Arab Emirates","State institutions / political system","Government / ministries"
"32_1",19,"","United Arab Emirates","Critical infrastructure","Energy"
"32_2",19,"","United Arab Emirates","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"32_3",19,"","United Arab Emirates","Media","Not available"
"32_4",19,"","United Arab Emirates","Critical infrastructure","Finance"
"33_0",19,"","India","State institutions / political system","Government / ministries"
"33_1",19,"","India","Critical infrastructure","Energy"
"33_2",19,"","India","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"33_3",19,"","India","Media","Not available"
"33_4",19,"","India","Critical infrastructure","Finance"
"30_0",19,"","Russia","State institutions / political system","Government / ministries"
"30_1",19,"","Russia","Critical infrastructure","Energy"
"30_2",19,"","Russia","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"30_3",19,"","Russia","Media","Not available"
"30_4",19,"","Russia","Critical infrastructure","Finance"
"35_0",20,"","Kyrgyzstan","State institutions / political system","Political parties"
"35_1",20,"","Kyrgyzstan","State institutions / political system","Election infrastructure / related systems"
"35_2",20,"","Kyrgyzstan","Social groups","Advocacy / activists (e.g. human rights organizations)"
"35_3",20,"","Kyrgyzstan","End user(s) / specially protected groups","Not available"
"35_4",20,"","Kyrgyzstan","Media","Not available"
"36_0",21,"","Qatar","Media","Not available"
"37_0",22,"","Russia","Critical infrastructure","Transportation"
"38_0",23,"Not available","United States","Social groups","Advocacy / activists (e.g. human rights organizations)"
"38_1",23,"Not available","United States","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"39_0",24,"","United States","State institutions / political system","Government / ministries"
"39_1",24,"","United States","State institutions / political system","Military"
"40_0",25,"","United States","State institutions / political system","Government / ministries"
"40_1",25,"","United States","International / supranational organization","Not available"
"40_2",25,"","United States","Critical infrastructure","Energy"
"40_3",25,"","United States","Critical infrastructure","Telecommunications"
"40_4",25,"","United States","Critical infrastructure","Defence industry"
"40_5",25,"","United States","Social groups","Other social groups"
"40_6",25,"","United States","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"40_7",25,"","United States","Media","Not available"
"41_0",25,"","Canada","State institutions / political system","Government / ministries"
"41_1",25,"","Canada","International / supranational organization","Not available"
"41_2",25,"","Canada","Critical infrastructure","Energy"
"41_3",25,"","Canada","Critical infrastructure","Telecommunications"
"41_4",25,"","Canada","Critical infrastructure","Defence industry"
"41_5",25,"","Canada","Social groups","Other social groups"
"41_6",25,"","Canada","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"41_7",25,"","Canada","Media","Not available"
"42_0",25,"","Korea, Republic of","State institutions / political system","Government / ministries"
"42_1",25,"","Korea, Republic of","International / supranational organization","Not available"
"42_2",25,"","Korea, Republic of","Critical infrastructure","Energy"
"42_3",25,"","Korea, Republic of","Critical infrastructure","Telecommunications"
"42_4",25,"","Korea, Republic of","Critical infrastructure","Defence industry"
"42_5",25,"","Korea, Republic of","Social groups","Other social groups"
"42_6",25,"","Korea, Republic of","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"42_7",25,"","Korea, Republic of","Media","Not available"
"43_0",25,"","Taiwan","State institutions / political system","Government / ministries"
"43_1",25,"","Taiwan","International / supranational organization","Not available"
"43_2",25,"","Taiwan","Critical infrastructure","Energy"
"43_3",25,"","Taiwan","Critical infrastructure","Telecommunications"
"43_4",25,"","Taiwan","Critical infrastructure","Defence industry"
"43_5",25,"","Taiwan","Social groups","Other social groups"
"43_6",25,"","Taiwan","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"43_7",25,"","Taiwan","Media","Not available"
"44_0",25,"","Vietnam","State institutions / political system","Government / ministries"
"44_1",25,"","Vietnam","International / supranational organization","Not available"
"44_2",25,"","Vietnam","Critical infrastructure","Energy"
"44_3",25,"","Vietnam","Critical infrastructure","Telecommunications"
"44_4",25,"","Vietnam","Critical infrastructure","Defence industry"
"44_5",25,"","Vietnam","Social groups","Other social groups"
"44_6",25,"","Vietnam","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"44_7",25,"","Vietnam","Media","Not available"
"45_0",25,"","Germany","State institutions / political system","Government / ministries"
"45_1",25,"","Germany","International / supranational organization","Not available"
"45_2",25,"","Germany","Critical infrastructure","Energy"
"45_3",25,"","Germany","Critical infrastructure","Telecommunications"
"45_4",25,"","Germany","Critical infrastructure","Defence industry"
"45_5",25,"","Germany","Social groups","Other social groups"
"45_6",25,"","Germany","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"45_7",25,"","Germany","Media","Not available"
"46_0",25,"","India","State institutions / political system","Government / ministries"
"46_1",25,"","India","International / supranational organization","Not available"
"46_2",25,"","India","Critical infrastructure","Energy"
"46_3",25,"","India","Critical infrastructure","Telecommunications"
"46_4",25,"","India","Critical infrastructure","Defence industry"
"46_5",25,"","India","Social groups","Other social groups"
"46_6",25,"","India","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"46_7",25,"","India","Media","Not available"
"47_0",25,"","Japan","State institutions / political system","Government / ministries"
"47_1",25,"","Japan","International / supranational organization","Not available"
"47_2",25,"","Japan","Critical infrastructure","Energy"
"47_3",25,"","Japan","Critical infrastructure","Telecommunications"
"47_4",25,"","Japan","Critical infrastructure","Defence industry"
"47_5",25,"","Japan","Social groups","Other social groups"
"47_6",25,"","Japan","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"47_7",25,"","Japan","Media","Not available"
"48_0",25,"","United Kingdom","State institutions / political system","Government / ministries"
"48_1",25,"","United Kingdom","International / supranational organization","Not available"
"48_2",25,"","United Kingdom","Critical infrastructure","Energy"
"48_3",25,"","United Kingdom","Critical infrastructure","Telecommunications"
"48_4",25,"","United Kingdom","Critical infrastructure","Defence industry"
"48_5",25,"","United Kingdom","Social groups","Other social groups"
"48_6",25,"","United Kingdom","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"48_7",25,"","United Kingdom","Media","Not available"
"51_0",26,"","Canada","State institutions / political system","Government / ministries"
"51_1",26,"","Canada","Critical infrastructure","Energy"
"51_2",26,"","Canada","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"51_3",26,"","Canada","Critical infrastructure","Telecommunications"
"51_4",26,"","Canada","Critical infrastructure","Defence industry"
"56_0",26,"","Japan","State institutions / political system","Government / ministries"
"56_1",26,"","Japan","Critical infrastructure","Energy"
"56_2",26,"","Japan","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"56_3",26,"","Japan","Critical infrastructure","Telecommunications"
"56_4",26,"","Japan","Critical infrastructure","Defence industry"
"53_0",26,"","Switzerland","State institutions / political system","Government / ministries"
"53_1",26,"","Switzerland","Critical infrastructure","Energy"
"53_2",26,"","Switzerland","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"53_3",26,"","Switzerland","Critical infrastructure","Telecommunications"
"53_4",26,"","Switzerland","Critical infrastructure","Defence industry"
"55_0",26,"","India","State institutions / political system","Government / ministries"
"55_1",26,"","India","Critical infrastructure","Energy"
"55_2",26,"","India","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"55_3",26,"","India","Critical infrastructure","Telecommunications"
"55_4",26,"","India","Critical infrastructure","Defence industry"
"54_0",26,"","Germany","State institutions / political system","Government / ministries"
"54_1",26,"","Germany","Critical infrastructure","Energy"
"54_2",26,"","Germany","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"54_3",26,"","Germany","Critical infrastructure","Telecommunications"
"54_4",26,"","Germany","Critical infrastructure","Defence industry"
"58_0",26,"","United Arab Emirates","State institutions / political system","Government / ministries"
"58_1",26,"","United Arab Emirates","Critical infrastructure","Energy"
"58_2",26,"","United Arab Emirates","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"58_3",26,"","United Arab Emirates","Critical infrastructure","Telecommunications"
"58_4",26,"","United Arab Emirates","Critical infrastructure","Defence industry"
"50_0",26,"","Brazil","State institutions / political system","Government / ministries"
"50_1",26,"","Brazil","Critical infrastructure","Energy"
"50_2",26,"","Brazil","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"50_3",26,"","Brazil","Critical infrastructure","Telecommunications"
"50_4",26,"","Brazil","Critical infrastructure","Defence industry"
"49_0",26,"","United States","State institutions / political system","Government / ministries"
"49_1",26,"","United States","Critical infrastructure","Energy"
"49_2",26,"","United States","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"49_3",26,"","United States","Critical infrastructure","Telecommunications"
"49_4",26,"","United States","Critical infrastructure","Defence industry"
"57_0",26,"","United Kingdom","State institutions / political system","Government / ministries"
"57_1",26,"","United Kingdom","Critical infrastructure","Energy"
"57_2",26,"","United Kingdom","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"57_3",26,"","United Kingdom","Critical infrastructure","Telecommunications"
"57_4",26,"","United Kingdom","Critical infrastructure","Defence industry"
"52_0",26,"","France","State institutions / political system","Government / ministries"
"52_1",26,"","France","Critical infrastructure","Energy"
"52_2",26,"","France","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"52_3",26,"","France","Critical infrastructure","Telecommunications"
"52_4",26,"","France","Critical infrastructure","Defence industry"
"59_0",27,"","Belgium","Critical infrastructure","Finance"
"60_0",28,"","Denmark","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"60_1",28,"","Denmark","End user(s) / specially protected groups","Not available"
"60_2",28,"","Denmark","Other","Not available"
"61_0",29,"","United States","State institutions / political system","Government / ministries"
"63_0",30,"","Germany","State institutions / political system","Government / ministries"
"63_1",30,"","Germany","Media","Not available"
"62_0",30,"","Afghanistan","State institutions / political system","Government / ministries"
"62_1",30,"","Afghanistan","Media","Not available"
"64_0",31,"","United States","State institutions / political system","Legislative"
"64_1",31,"","United States","End user(s) / specially protected groups","Not available"
"65_0",32,"","United States","State institutions / political system","Civil service / administration"
"66_0",33,"","United States","State institutions / political system","Military"
"66_1",33,"","United States","Science","Not available"
"67_0",34,"","United States","State institutions / political system","Civil service / administration"
"67_1",34,"","United States","International / supranational organization","Not available"
"67_2",34,"","United States","Critical infrastructure","Not available"
"67_3",34,"","United States","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"67_4",34,"","United States","Media","Not available"
"67_5",34,"","United States","Science","Not available"
"75_0",34,"","India","State institutions / political system","Civil service / administration"
"75_1",34,"","India","International / supranational organization","Not available"
"75_2",34,"","India","Critical infrastructure","Not available"
"75_3",34,"","India","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"75_4",34,"","India","Media","Not available"
"75_5",34,"","India","Science","Not available"
"73_0",34,"","Belgium","State institutions / political system","Civil service / administration"
"73_1",34,"","Belgium","International / supranational organization","Not available"
"73_2",34,"","Belgium","Critical infrastructure","Not available"
"73_3",34,"","Belgium","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"73_4",34,"","Belgium","Media","Not available"
"73_5",34,"","Belgium","Science","Not available"
"70_0",34,"","Taiwan","State institutions / political system","Civil service / administration"
"70_1",34,"","Taiwan","International / supranational organization","Not available"
"70_2",34,"","Taiwan","Critical infrastructure","Not available"
"70_3",34,"","Taiwan","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"70_4",34,"","Taiwan","Media","Not available"
"70_5",34,"","Taiwan","Science","Not available"
"68_0",34,"","United Kingdom","State institutions / political system","Civil service / administration"
"68_1",34,"","United Kingdom","International / supranational organization","Not available"
"68_2",34,"","United Kingdom","Critical infrastructure","Not available"
"68_3",34,"","United Kingdom","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"68_4",34,"","United Kingdom","Media","Not available"
"68_5",34,"","United Kingdom","Science","Not available"
"72_0",34,"","Switzerland","State institutions / political system","Civil service / administration"
"72_1",34,"","Switzerland","International / supranational organization","Not available"
"72_2",34,"","Switzerland","Critical infrastructure","Not available"
"72_3",34,"","Switzerland","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"72_4",34,"","Switzerland","Media","Not available"
"72_5",34,"","Switzerland","Science","Not available"
"76_0",34,"","Japan","State institutions / political system","Civil service / administration"
"76_1",34,"","Japan","International / supranational organization","Not available"
"76_2",34,"","Japan","Critical infrastructure","Not available"
"76_3",34,"","Japan","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"76_4",34,"","Japan","Media","Not available"
"76_5",34,"","Japan","Science","Not available"
"74_0",34,"","Israel","State institutions / political system","Civil service / administration"
"74_1",34,"","Israel","International / supranational organization","Not available"
"74_2",34,"","Israel","Critical infrastructure","Not available"
"74_3",34,"","Israel","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"74_4",34,"","Israel","Media","Not available"
"74_5",34,"","Israel","Science","Not available"
"69_0",34,"","Canada","State institutions / political system","Civil service / administration"
"69_1",34,"","Canada","International / supranational organization","Not available"
"69_2",34,"","Canada","Critical infrastructure","Not available"
"69_3",34,"","Canada","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"69_4",34,"","Canada","Media","Not available"
"69_5",34,"","Canada","Science","Not available"
"71_0",34,"","Singapore","State institutions / political system","Civil service / administration"
"71_1",34,"","Singapore","International / supranational organization","Not available"
"71_2",34,"","Singapore","Critical infrastructure","Not available"
"71_3",34,"","Singapore","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"71_4",34,"","Singapore","Media","Not available"
"71_5",34,"","Singapore","Science","Not available"
"77_0",35,"","Russia","State institutions / political system","Government / ministries"
"77_1",35,"","Russia","State institutions / political system","Military"
"77_2",35,"","Russia","Critical infrastructure","Energy"
"77_3",35,"","Russia","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"78_0",35,"","Kazakhstan","State institutions / political system","Government / ministries"
"78_1",35,"","Kazakhstan","State institutions / political system","Military"
"78_2",35,"","Kazakhstan","Critical infrastructure","Energy"
"78_3",35,"","Kazakhstan","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"79_0",35,"","Azerbaijan","State institutions / political system","Government / ministries"
"79_1",35,"","Azerbaijan","State institutions / political system","Military"
"79_2",35,"","Azerbaijan","Critical infrastructure","Energy"
"79_3",35,"","Azerbaijan","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"80_0",35,"","Belgium","State institutions / political system","Government / ministries"
"80_1",35,"","Belgium","State institutions / political system","Military"
"80_2",35,"","Belgium","Critical infrastructure","Energy"
"80_3",35,"","Belgium","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"81_0",35,"","India","State institutions / political system","Government / ministries"
"81_1",35,"","India","State institutions / political system","Military"
"81_2",35,"","India","Critical infrastructure","Energy"
"81_3",35,"","India","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"82_0",35,"","Afghanistan","State institutions / political system","Government / ministries"
"82_1",35,"","Afghanistan","State institutions / political system","Military"
"82_2",35,"","Afghanistan","Critical infrastructure","Energy"
"82_3",35,"","Afghanistan","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"83_0",35,"","Armenia","State institutions / political system","Government / ministries"
"83_1",35,"","Armenia","State institutions / political system","Military"
"83_2",35,"","Armenia","Critical infrastructure","Energy"
"83_3",35,"","Armenia","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"84_0",35,"","Iran, Islamic Republic of","State institutions / political system","Government / ministries"
"84_1",35,"","Iran, Islamic Republic of","State institutions / political system","Military"
"84_2",35,"","Iran, Islamic Republic of","Critical infrastructure","Energy"
"84_3",35,"","Iran, Islamic Republic of","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"85_0",35,"","Turkmenistan","State institutions / political system","Government / ministries"
"85_1",35,"","Turkmenistan","State institutions / political system","Military"
"85_2",35,"","Turkmenistan","Critical infrastructure","Energy"
"85_3",35,"","Turkmenistan","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"86_0",35,"","Ukraine","State institutions / political system","Government / ministries"
"86_1",35,"","Ukraine","State institutions / political system","Military"
"86_2",35,"","Ukraine","Critical infrastructure","Energy"
"86_3",35,"","Ukraine","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"87_0",36,"","United States","Critical infrastructure","Defence industry"
"88_0",37,"","Sweden","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"88_1",37,"","Sweden","End user(s) / specially protected groups","Not available"
"88_2",37,"","Sweden","Other","Not available"
"89_0",38,"","Turkey","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"89_1",38,"","Turkey","Science","Not available"
"89_2",38,"","Turkey","Other","Not available"
"90_0",39,"","Iran, Islamic Republic of","State institutions / political system","Government / ministries"
"90_1",39,"","Iran, Islamic Republic of","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"90_2",39,"","Iran, Islamic Republic of","End user(s) / specially protected groups","Not available"
"91_0",39,"","United States","State institutions / political system","Government / ministries"
"91_1",39,"","United States","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"91_2",39,"","United States","End user(s) / specially protected groups","Not available"
"92_0",39,"","Denmark","State institutions / political system","Government / ministries"
"92_1",39,"","Denmark","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"92_2",39,"","Denmark","End user(s) / specially protected groups","Not available"
"93_0",39,"","Israel","State institutions / political system","Government / ministries"
"93_1",39,"","Israel","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"93_2",39,"","Israel","End user(s) / specially protected groups","Not available"
"94_0",39,"","Saudi Arabia","State institutions / political system","Government / ministries"
"94_1",39,"","Saudi Arabia","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"94_2",39,"","Saudi Arabia","End user(s) / specially protected groups","Not available"
"95_0",39,"","Pakistan","State institutions / political system","Government / ministries"
"95_1",39,"","Pakistan","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"95_2",39,"","Pakistan","End user(s) / specially protected groups","Not available"
"96_0",39,"","Afghanistan","State institutions / political system","Government / ministries"
"96_1",39,"","Afghanistan","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"96_2",39,"","Afghanistan","End user(s) / specially protected groups","Not available"
"97_0",39,"","Iraq","State institutions / political system","Government / ministries"
"97_1",39,"","Iraq","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"97_2",39,"","Iraq","End user(s) / specially protected groups","Not available"
"98_0",40,"","Korea, Democratic People's Republic of","State institutions / political system","Military"
"98_1",40,"","Korea, Democratic People's Republic of","State institutions / political system","Intelligence agencies"
"98_2",40,"","Korea, Democratic People's Republic of","Critical infrastructure","Defence industry"
"98_3",40,"","Korea, Democratic People's Republic of","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"98_4",40,"","Korea, Democratic People's Republic of","Media","Not available"
"98_5",40,"","Korea, Democratic People's Republic of","Other","Not available"
"99_0",40,"","Japan","State institutions / political system","Military"
"99_1",40,"","Japan","State institutions / political system","Intelligence agencies"
"99_2",40,"","Japan","Critical infrastructure","Defence industry"
"99_3",40,"","Japan","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"99_4",40,"","Japan","Media","Not available"
"99_5",40,"","Japan","Other","Not available"
"100_0",40,"","India","State institutions / political system","Military"
"100_1",40,"","India","State institutions / political system","Intelligence agencies"
"100_2",40,"","India","Critical infrastructure","Defence industry"
"100_3",40,"","India","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"100_4",40,"","India","Media","Not available"
"100_5",40,"","India","Other","Not available"
"101_0",40,"","United States","State institutions / political system","Military"
"101_1",40,"","United States","State institutions / political system","Intelligence agencies"
"101_2",40,"","United States","Critical infrastructure","Defence industry"
"101_3",40,"","United States","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"101_4",40,"","United States","Media","Not available"
"101_5",40,"","United States","Other","Not available"
"102_0",40,"","Asia (region)","State institutions / political system","Military"
"102_1",40,"","Asia (region)","State institutions / political system","Intelligence agencies"
"102_2",40,"","Asia (region)","Critical infrastructure","Defence industry"
"102_3",40,"","Asia (region)","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"102_4",40,"","Asia (region)","Media","Not available"
"102_5",40,"","Asia (region)","Other","Not available"
"103_0",41,"","United States","State institutions / political system","Government / ministries"
"103_1",41,"","United States","State institutions / political system","Election infrastructure / related systems"
"104_0",42,"","China","State institutions / political system","Government / ministries"
"104_1",42,"","China","State institutions / political system","Military"
"104_2",42,"","China","Science","Not available"
"104_3",42,"","China","Other","Not available"
"105_0",43,"","Morocco","State institutions / political system","Government / ministries"
"105_1",43,"","Morocco","State institutions / political system","Not available"
"105_2",43,"","Morocco","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"105_3",43,"","Morocco","Science","Not available"
