"id","incident_id","name","country","category","subcategory"
"4715_7",2353,"Not available","Montenegro","Critical infrastructure","Health"
"4715_8",2353,"Not available","Montenegro","Critical infrastructure","Telecommunications"
"4715_9",2353,"Not available","Montenegro","Education","Not available"
"4715_10",2353,"Not available","Montenegro","Critical infrastructure","Finance"
"4715_11",2353,"Not available","Montenegro","Critical infrastructure","Defence industry"
"4715_12",2353,"Not available","Montenegro","Critical infrastructure","Space"
"4715_13",2353,"Not available","Montenegro","Critical infrastructure","Critical Manufacturing"
"4715_14",2353,"Not available","Montenegro","Critical infrastructure","Research"
"4699_0",2353,"Not available","Latvia","State institutions / political system","Government / ministries"
"4699_1",2353,"Not available","Latvia","Critical infrastructure","Energy"
"4699_2",2353,"Not available","Latvia","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"4699_3",2353,"Not available","Latvia","Media","Not available"
"4699_4",2353,"Not available","Latvia","State institutions / political system","Civil service / administration"
"4699_5",2353,"Not available","Latvia","State institutions / political system","Military"
"4699_6",2353,"Not available","Latvia","Critical infrastructure","Transportation"
"4699_7",2353,"Not available","Latvia","Critical infrastructure","Health"
"4699_8",2353,"Not available","Latvia","Critical infrastructure","Telecommunications"
"4699_9",2353,"Not available","Latvia","Education","Not available"
"4699_10",2353,"Not available","Latvia","Critical infrastructure","Finance"
"4699_11",2353,"Not available","Latvia","Critical infrastructure","Defence industry"
"4699_12",2353,"Not available","Latvia","Critical infrastructure","Space"
"4699_13",2353,"Not available","Latvia","Critical infrastructure","Critical Manufacturing"
"4699_14",2353,"Not available","Latvia","Critical infrastructure","Research"
"4709_0",2353,"Not available","Croatia","State institutions / political system","Government / ministries"
"4709_1",2353,"Not available","Croatia","Critical infrastructure","Energy"
"4709_2",2353,"Not available","Croatia","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"4709_3",2353,"Not available","Croatia","Media","Not available"
"4709_4",2353,"Not available","Croatia","State institutions / political system","Civil service / administration"
"4709_5",2353,"Not available","Croatia","State institutions / political system","Military"
"4709_6",2353,"Not available","Croatia","Critical infrastructure","Transportation"
"4709_7",2353,"Not available","Croatia","Critical infrastructure","Health"
"4709_8",2353,"Not available","Croatia","Critical infrastructure","Telecommunications"
"4709_9",2353,"Not available","Croatia","Education","Not available"
"4709_10",2353,"Not available","Croatia","Critical infrastructure","Finance"
"4709_11",2353,"Not available","Croatia","Critical infrastructure","Defence industry"
"4709_12",2353,"Not available","Croatia","Critical infrastructure","Space"
"4709_13",2353,"Not available","Croatia","Critical infrastructure","Critical Manufacturing"
"4709_14",2353,"Not available","Croatia","Critical infrastructure","Research"
"4669_0",2353,"Not available","Bangladesh","State institutions / political system","Government / ministries"
"4669_1",2353,"Not available","Bangladesh","Critical infrastructure","Energy"
"4669_2",2353,"Not available","Bangladesh","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"4669_3",2353,"Not available","Bangladesh","Media","Not available"
"4669_4",2353,"Not available","Bangladesh","State institutions / political system","Civil service / administration"
"4669_5",2353,"Not available","Bangladesh","State institutions / political system","Military"
"4669_6",2353,"Not available","Bangladesh","Critical infrastructure","Transportation"
"4669_7",2353,"Not available","Bangladesh","Critical infrastructure","Health"
"4669_8",2353,"Not available","Bangladesh","Critical infrastructure","Telecommunications"
"4669_9",2353,"Not available","Bangladesh","Education","Not available"
"4669_10",2353,"Not available","Bangladesh","Critical infrastructure","Finance"
"4669_11",2353,"Not available","Bangladesh","Critical infrastructure","Defence industry"
"4669_12",2353,"Not available","Bangladesh","Critical infrastructure","Space"
"4669_13",2353,"Not available","Bangladesh","Critical infrastructure","Critical Manufacturing"
"4669_14",2353,"Not available","Bangladesh","Critical infrastructure","Research"
"4666_0",2353,"Not available","Yemen","State institutions / political system","Government / ministries"
"4666_1",2353,"Not available","Yemen","Critical infrastructure","Energy"
"4666_2",2353,"Not available","Yemen","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"4666_3",2353,"Not available","Yemen","Media","Not available"
"4666_4",2353,"Not available","Yemen","State institutions / political system","Civil service / administration"
"4666_5",2353,"Not available","Yemen","State institutions / political system","Military"
"4666_6",2353,"Not available","Yemen","Critical infrastructure","Transportation"
"4666_7",2353,"Not available","Yemen","Critical infrastructure","Health"
"4666_8",2353,"Not available","Yemen","Critical infrastructure","Telecommunications"
"4666_9",2353,"Not available","Yemen","Education","Not available"
"4666_10",2353,"Not available","Yemen","Critical infrastructure","Finance"
"4666_11",2353,"Not available","Yemen","Critical infrastructure","Defence industry"
"4666_12",2353,"Not available","Yemen","Critical infrastructure","Space"
"4666_13",2353,"Not available","Yemen","Critical infrastructure","Critical Manufacturing"
"4666_14",2353,"Not available","Yemen","Critical infrastructure","Research"
"4691_0",2353,"Not available","Qatar","State institutions / political system","Government / ministries"
"4691_1",2353,"Not available","Qatar","Critical infrastructure","Energy"
"4691_2",2353,"Not available","Qatar","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"4691_3",2353,"Not available","Qatar","Media","Not available"
"4691_4",2353,"Not available","Qatar","State institutions / political system","Civil service / administration"
"4691_5",2353,"Not available","Qatar","State institutions / political system","Military"
"4691_6",2353,"Not available","Qatar","Critical infrastructure","Transportation"
"4691_7",2353,"Not available","Qatar","Critical infrastructure","Health"
"4691_8",2353,"Not available","Qatar","Critical infrastructure","Telecommunications"
"4691_9",2353,"Not available","Qatar","Education","Not available"
"4691_10",2353,"Not available","Qatar","Critical infrastructure","Finance"
"4691_11",2353,"Not available","Qatar","Critical infrastructure","Defence industry"
"4691_12",2353,"Not available","Qatar","Critical infrastructure","Space"
"4691_13",2353,"Not available","Qatar","Critical infrastructure","Critical Manufacturing"
"4691_14",2353,"Not available","Qatar","Critical infrastructure","Research"
"4665_0",2353,"Not available","Vietnam","State institutions / political system","Government / ministries"
"4665_1",2353,"Not available","Vietnam","Critical infrastructure","Energy"
"4665_2",2353,"Not available","Vietnam","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"4665_3",2353,"Not available","Vietnam","Media","Not available"
"4665_4",2353,"Not available","Vietnam","State institutions / political system","Civil service / administration"
"4665_5",2353,"Not available","Vietnam","State institutions / political system","Military"
"4665_6",2353,"Not available","Vietnam","Critical infrastructure","Transportation"
"4665_7",2353,"Not available","Vietnam","Critical infrastructure","Health"
"4665_8",2353,"Not available","Vietnam","Critical infrastructure","Telecommunications"
"4665_9",2353,"Not available","Vietnam","Education","Not available"
"4665_10",2353,"Not available","Vietnam","Critical infrastructure","Finance"
"4665_11",2353,"Not available","Vietnam","Critical infrastructure","Defence industry"
"4665_12",2353,"Not available","Vietnam","Critical infrastructure","Space"
"4665_13",2353,"Not available","Vietnam","Critical infrastructure","Critical Manufacturing"
"4665_14",2353,"Not available","Vietnam","Critical infrastructure","Research"
"4695_0",2353,"Not available","Netherlands","State institutions / political system","Government / ministries"
"4695_1",2353,"Not available","Netherlands","Critical infrastructure","Energy"
"4695_2",2353,"Not available","Netherlands","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"4695_3",2353,"Not available","Netherlands","Media","Not available"
"4695_4",2353,"Not available","Netherlands","State institutions / political system","Civil service / administration"
"4695_5",2353,"Not available","Netherlands","State institutions / political system","Military"
"4695_6",2353,"Not available","Netherlands","Critical infrastructure","Transportation"
"4695_7",2353,"Not available","Netherlands","Critical infrastructure","Health"
"4695_8",2353,"Not available","Netherlands","Critical infrastructure","Telecommunications"
"4695_9",2353,"Not available","Netherlands","Education","Not available"
"4695_10",2353,"Not available","Netherlands","Critical infrastructure","Finance"
"4695_11",2353,"Not available","Netherlands","Critical infrastructure","Defence industry"
"4695_12",2353,"Not available","Netherlands","Critical infrastructure","Space"
"4695_13",2353,"Not available","Netherlands","Critical infrastructure","Critical Manufacturing"
"4695_14",2353,"Not available","Netherlands","Critical infrastructure","Research"
"4668_0",2353,"Not available","Oman","State institutions / political system","Government / ministries"
"4668_1",2353,"Not available","Oman","Critical infrastructure","Energy"
"4668_2",2353,"Not available","Oman","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"4668_3",2353,"Not available","Oman","Media","Not available"
"4668_4",2353,"Not available","Oman","State institutions / political system","Civil service / administration"
"4668_5",2353,"Not available","Oman","State institutions / political system","Military"
"4668_6",2353,"Not available","Oman","Critical infrastructure","Transportation"
"4668_7",2353,"Not available","Oman","Critical infrastructure","Health"
"4668_8",2353,"Not available","Oman","Critical infrastructure","Telecommunications"
"4668_9",2353,"Not available","Oman","Education","Not available"
"4668_10",2353,"Not available","Oman","Critical infrastructure","Finance"
"4668_11",2353,"Not available","Oman","Critical infrastructure","Defence industry"
"4668_12",2353,"Not available","Oman","Critical infrastructure","Space"
"4668_13",2353,"Not available","Oman","Critical infrastructure","Critical Manufacturing"
"4668_14",2353,"Not available","Oman","Critical infrastructure","Research"
"4671_0",2353,"Not available","Mongolia","State institutions / political system","Government / ministries"
"4671_1",2353,"Not available","Mongolia","Critical infrastructure","Energy"
"4671_2",2353,"Not available","Mongolia","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"4671_3",2353,"Not available","Mongolia","Media","Not available"
"4671_4",2353,"Not available","Mongolia","State institutions / political system","Civil service / administration"
"4671_5",2353,"Not available","Mongolia","State institutions / political system","Military"
"4671_6",2353,"Not available","Mongolia","Critical infrastructure","Transportation"
"4671_7",2353,"Not available","Mongolia","Critical infrastructure","Health"
"4671_8",2353,"Not available","Mongolia","Critical infrastructure","Telecommunications"
"4671_9",2353,"Not available","Mongolia","Education","Not available"
"4671_10",2353,"Not available","Mongolia","Critical infrastructure","Finance"
"4671_11",2353,"Not available","Mongolia","Critical infrastructure","Defence industry"
"4671_12",2353,"Not available","Mongolia","Critical infrastructure","Space"
"4671_13",2353,"Not available","Mongolia","Critical infrastructure","Critical Manufacturing"
"4671_14",2353,"Not available","Mongolia","Critical infrastructure","Research"
"4698_0",2353,"Not available","Armenia","State institutions / political system","Government / ministries"
"4698_1",2353,"Not available","Armenia","Critical infrastructure","Energy"
"4698_2",2353,"Not available","Armenia","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"4698_3",2353,"Not available","Armenia","Media","Not available"
"4698_4",2353,"Not available","Armenia","State institutions / political system","Civil service / administration"
"4698_5",2353,"Not available","Armenia","State institutions / political system","Military"
"4698_6",2353,"Not available","Armenia","Critical infrastructure","Transportation"
"4698_7",2353,"Not available","Armenia","Critical infrastructure","Health"
"4698_8",2353,"Not available","Armenia","Critical infrastructure","Telecommunications"
"4698_9",2353,"Not available","Armenia","Education","Not available"
"4698_10",2353,"Not available","Armenia","Critical infrastructure","Finance"
"4698_11",2353,"Not available","Armenia","Critical infrastructure","Defence industry"
"4698_12",2353,"Not available","Armenia","Critical infrastructure","Space"
"4698_13",2353,"Not available","Armenia","Critical infrastructure","Critical Manufacturing"
"4698_14",2353,"Not available","Armenia","Critical infrastructure","Research"
"4692_0",2353,"Not available","North Macedonia","State institutions / political system","Government / ministries"
"4692_1",2353,"Not available","North Macedonia","Critical infrastructure","Energy"
"4692_2",2353,"Not available","North Macedonia","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"4692_3",2353,"Not available","North Macedonia","Media","Not available"
"4692_4",2353,"Not available","North Macedonia","State institutions / political system","Civil service / administration"
"4692_5",2353,"Not available","North Macedonia","State institutions / political system","Military"
"4692_6",2353,"Not available","North Macedonia","Critical infrastructure","Transportation"
"4692_7",2353,"Not available","North Macedonia","Critical infrastructure","Health"
"4692_8",2353,"Not available","North Macedonia","Critical infrastructure","Telecommunications"
"4692_9",2353,"Not available","North Macedonia","Education","Not available"
"4692_10",2353,"Not available","North Macedonia","Critical infrastructure","Finance"
"4692_11",2353,"Not available","North Macedonia","Critical infrastructure","Defence industry"
"4692_12",2353,"Not available","North Macedonia","Critical infrastructure","Space"
"4692_13",2353,"Not available","North Macedonia","Critical infrastructure","Critical Manufacturing"
"4692_14",2353,"Not available","North Macedonia","Critical infrastructure","Research"
"4696_0",2353,"Not available","Israel","State institutions / political system","Government / ministries"
"4696_1",2353,"Not available","Israel","Critical infrastructure","Energy"
"4696_2",2353,"Not available","Israel","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"4696_3",2353,"Not available","Israel","Media","Not available"
"4696_4",2353,"Not available","Israel","State institutions / political system","Civil service / administration"
"4696_5",2353,"Not available","Israel","State institutions / political system","Military"
"4696_6",2353,"Not available","Israel","Critical infrastructure","Transportation"
"4696_7",2353,"Not available","Israel","Critical infrastructure","Health"
"4696_8",2353,"Not available","Israel","Critical infrastructure","Telecommunications"
"4696_9",2353,"Not available","Israel","Education","Not available"
"4696_10",2353,"Not available","Israel","Critical infrastructure","Finance"
"4696_11",2353,"Not available","Israel","Critical infrastructure","Defence industry"
"4696_12",2353,"Not available","Israel","Critical infrastructure","Space"
"4696_13",2353,"Not available","Israel","Critical infrastructure","Critical Manufacturing"
"4696_14",2353,"Not available","Israel","Critical infrastructure","Research"
"4706_0",2353,"Not available","Slovakia","State institutions / political system","Government / ministries"
"4706_1",2353,"Not available","Slovakia","Critical infrastructure","Energy"
"4706_2",2353,"Not available","Slovakia","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"4706_3",2353,"Not available","Slovakia","Media","Not available"
"4706_4",2353,"Not available","Slovakia","State institutions / political system","Civil service / administration"
"4706_5",2353,"Not available","Slovakia","State institutions / political system","Military"
"4706_6",2353,"Not available","Slovakia","Critical infrastructure","Transportation"
"4706_7",2353,"Not available","Slovakia","Critical infrastructure","Health"
"4706_8",2353,"Not available","Slovakia","Critical infrastructure","Telecommunications"
"4706_9",2353,"Not available","Slovakia","Education","Not available"
"4706_10",2353,"Not available","Slovakia","Critical infrastructure","Finance"
"4706_11",2353,"Not available","Slovakia","Critical infrastructure","Defence industry"
"4706_12",2353,"Not available","Slovakia","Critical infrastructure","Space"
"4706_13",2353,"Not available","Slovakia","Critical infrastructure","Critical Manufacturing"
"4706_14",2353,"Not available","Slovakia","Critical infrastructure","Research"
"4685_0",2353,"Not available","Tunisia","State institutions / political system","Government / ministries"
"4685_1",2353,"Not available","Tunisia","Critical infrastructure","Energy"
"4685_2",2353,"Not available","Tunisia","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"4685_3",2353,"Not available","Tunisia","Media","Not available"
"4685_4",2353,"Not available","Tunisia","State institutions / political system","Civil service / administration"
"4685_5",2353,"Not available","Tunisia","State institutions / political system","Military"
"4685_6",2353,"Not available","Tunisia","Critical infrastructure","Transportation"
"4685_7",2353,"Not available","Tunisia","Critical infrastructure","Health"
"4685_8",2353,"Not available","Tunisia","Critical infrastructure","Telecommunications"
"4685_9",2353,"Not available","Tunisia","Education","Not available"
"4685_10",2353,"Not available","Tunisia","Critical infrastructure","Finance"
"4685_11",2353,"Not available","Tunisia","Critical infrastructure","Defence industry"
"4685_12",2353,"Not available","Tunisia","Critical infrastructure","Space"
"4685_13",2353,"Not available","Tunisia","Critical infrastructure","Critical Manufacturing"
"4685_14",2353,"Not available","Tunisia","Critical infrastructure","Research"
"4694_0",2353,"Not available","Kenya","State institutions / political system","Government / ministries"
"4694_1",2353,"Not available","Kenya","Critical infrastructure","Energy"
"4694_2",2353,"Not available","Kenya","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"4694_3",2353,"Not available","Kenya","Media","Not available"
"4694_4",2353,"Not available","Kenya","State institutions / political system","Civil service / administration"
"4694_5",2353,"Not available","Kenya","State institutions / political system","Military"
"4694_6",2353,"Not available","Kenya","Critical infrastructure","Transportation"
"4694_7",2353,"Not available","Kenya","Critical infrastructure","Health"
"4694_8",2353,"Not available","Kenya","Critical infrastructure","Telecommunications"
"4694_9",2353,"Not available","Kenya","Education","Not available"
"4694_10",2353,"Not available","Kenya","Critical infrastructure","Finance"
"4694_11",2353,"Not available","Kenya","Critical infrastructure","Defence industry"
"4694_12",2353,"Not available","Kenya","Critical infrastructure","Space"
"4694_13",2353,"Not available","Kenya","Critical infrastructure","Critical Manufacturing"
"4694_14",2353,"Not available","Kenya","Critical infrastructure","Research"
"4682_0",2353,"Not available","Pakistan","State institutions / political system","Government / ministries"
"4682_1",2353,"Not available","Pakistan","Critical infrastructure","Energy"
"4682_2",2353,"Not available","Pakistan","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"4682_3",2353,"Not available","Pakistan","Media","Not available"
"4682_4",2353,"Not available","Pakistan","State institutions / political system","Civil service / administration"
"4682_5",2353,"Not available","Pakistan","State institutions / political system","Military"
"4682_6",2353,"Not available","Pakistan","Critical infrastructure","Transportation"
"4682_7",2353,"Not available","Pakistan","Critical infrastructure","Health"
"4682_8",2353,"Not available","Pakistan","Critical infrastructure","Telecommunications"
"4682_9",2353,"Not available","Pakistan","Education","Not available"
"4682_10",2353,"Not available","Pakistan","Critical infrastructure","Finance"
"4682_11",2353,"Not available","Pakistan","Critical infrastructure","Defence industry"
"4682_12",2353,"Not available","Pakistan","Critical infrastructure","Space"
"4682_13",2353,"Not available","Pakistan","Critical infrastructure","Critical Manufacturing"
"4682_14",2353,"Not available","Pakistan","Critical infrastructure","Research"
"4687_0",2353,"Not available","Cameroon","State institutions / political system","Government / ministries"
"4687_1",2353,"Not available","Cameroon","Critical infrastructure","Energy"
"4687_2",2353,"Not available","Cameroon","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"4687_3",2353,"Not available","Cameroon","Media","Not available"
"4687_4",2353,"Not available","Cameroon","State institutions / political system","Civil service / administration"
"4687_5",2353,"Not available","Cameroon","State institutions / political system","Military"
"4687_6",2353,"Not available","Cameroon","Critical infrastructure","Transportation"
"4687_7",2353,"Not available","Cameroon","Critical infrastructure","Health"
"4687_8",2353,"Not available","Cameroon","Critical infrastructure","Telecommunications"
"4687_9",2353,"Not available","Cameroon","Education","Not available"
"4687_10",2353,"Not available","Cameroon","Critical infrastructure","Finance"
"4687_11",2353,"Not available","Cameroon","Critical infrastructure","Defence industry"
"4687_12",2353,"Not available","Cameroon","Critical infrastructure","Space"
"4687_13",2353,"Not available","Cameroon","Critical infrastructure","Critical Manufacturing"
"4687_14",2353,"Not available","Cameroon","Critical infrastructure","Research"
"4667_0",2353,"Not available","Cambodia","State institutions / political system","Government / ministries"
"4667_1",2353,"Not available","Cambodia","Critical infrastructure","Energy"
"4667_2",2353,"Not available","Cambodia","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"4667_3",2353,"Not available","Cambodia","Media","Not available"
"4667_4",2353,"Not available","Cambodia","State institutions / political system","Civil service / administration"
"4667_5",2353,"Not available","Cambodia","State institutions / political system","Military"
"4667_6",2353,"Not available","Cambodia","Critical infrastructure","Transportation"
"4667_7",2353,"Not available","Cambodia","Critical infrastructure","Health"
"4667_8",2353,"Not available","Cambodia","Critical infrastructure","Telecommunications"
"4667_9",2353,"Not available","Cambodia","Education","Not available"
"4667_10",2353,"Not available","Cambodia","Critical infrastructure","Finance"
"4667_11",2353,"Not available","Cambodia","Critical infrastructure","Defence industry"
"4667_12",2353,"Not available","Cambodia","Critical infrastructure","Space"
"4667_13",2353,"Not available","Cambodia","Critical infrastructure","Critical Manufacturing"
"4667_14",2353,"Not available","Cambodia","Critical infrastructure","Research"
"4677_0",2353,"Not available","Malaysia","State institutions / political system","Government / ministries"
"4677_1",2353,"Not available","Malaysia","Critical infrastructure","Energy"
"4677_2",2353,"Not available","Malaysia","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"4677_3",2353,"Not available","Malaysia","Media","Not available"
"4677_4",2353,"Not available","Malaysia","State institutions / political system","Civil service / administration"
"4677_5",2353,"Not available","Malaysia","State institutions / political system","Military"
"4677_6",2353,"Not available","Malaysia","Critical infrastructure","Transportation"
"4677_7",2353,"Not available","Malaysia","Critical infrastructure","Health"
"4677_8",2353,"Not available","Malaysia","Critical infrastructure","Telecommunications"
"4677_9",2353,"Not available","Malaysia","Education","Not available"
"4677_10",2353,"Not available","Malaysia","Critical infrastructure","Finance"
"4677_11",2353,"Not available","Malaysia","Critical infrastructure","Defence industry"
"4677_12",2353,"Not available","Malaysia","Critical infrastructure","Space"
"4677_13",2353,"Not available","Malaysia","Critical infrastructure","Critical Manufacturing"
"4677_14",2353,"Not available","Malaysia","Critical infrastructure","Research"
"4684_0",2353,"Not available","Uganda","State institutions / political system","Government / ministries"
"4684_1",2353,"Not available","Uganda","Critical infrastructure","Energy"
"4684_2",2353,"Not available","Uganda","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"4684_3",2353,"Not available","Uganda","Media","Not available"
"4684_4",2353,"Not available","Uganda","State institutions / political system","Civil service / administration"
"4684_5",2353,"Not available","Uganda","State institutions / political system","Military"
"4684_6",2353,"Not available","Uganda","Critical infrastructure","Transportation"
"4684_7",2353,"Not available","Uganda","Critical infrastructure","Health"
"4684_8",2353,"Not available","Uganda","Critical infrastructure","Telecommunications"
"4684_9",2353,"Not available","Uganda","Education","Not available"
"4684_10",2353,"Not available","Uganda","Critical infrastructure","Finance"
"4684_11",2353,"Not available","Uganda","Critical infrastructure","Defence industry"
"4684_12",2353,"Not available","Uganda","Critical infrastructure","Space"
"4684_13",2353,"Not available","Uganda","Critical infrastructure","Critical Manufacturing"
"4684_14",2353,"Not available","Uganda","Critical infrastructure","Research"
"4672_0",2353,"Not available","Saudi Arabia","State institutions / political system","Government / ministries"
"4672_1",2353,"Not available","Saudi Arabia","Critical infrastructure","Energy"
"4672_2",2353,"Not available","Saudi Arabia","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"4672_3",2353,"Not available","Saudi Arabia","Media","Not available"
"4672_4",2353,"Not available","Saudi Arabia","State institutions / political system","Civil service / administration"
"4672_5",2353,"Not available","Saudi Arabia","State institutions / political system","Military"
"4672_6",2353,"Not available","Saudi Arabia","Critical infrastructure","Transportation"
"4672_7",2353,"Not available","Saudi Arabia","Critical infrastructure","Health"
"4672_8",2353,"Not available","Saudi Arabia","Critical infrastructure","Telecommunications"
"4672_9",2353,"Not available","Saudi Arabia","Education","Not available"
"4672_10",2353,"Not available","Saudi Arabia","Critical infrastructure","Finance"
"4672_11",2353,"Not available","Saudi Arabia","Critical infrastructure","Defence industry"
"4672_12",2353,"Not available","Saudi Arabia","Critical infrastructure","Space"
"4672_13",2353,"Not available","Saudi Arabia","Critical infrastructure","Critical Manufacturing"
"4672_14",2353,"Not available","Saudi Arabia","Critical infrastructure","Research"
"4681_0",2353,"Not available","Lebanon","State institutions / political system","Government / ministries"
"4681_1",2353,"Not available","Lebanon","Critical infrastructure","Energy"
"4681_2",2353,"Not available","Lebanon","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"4681_3",2353,"Not available","Lebanon","Media","Not available"
"4681_4",2353,"Not available","Lebanon","State institutions / political system","Civil service / administration"
"4681_5",2353,"Not available","Lebanon","State institutions / political system","Military"
"4681_6",2353,"Not available","Lebanon","Critical infrastructure","Transportation"
"4681_7",2353,"Not available","Lebanon","Critical infrastructure","Health"
"4681_8",2353,"Not available","Lebanon","Critical infrastructure","Telecommunications"
"4681_9",2353,"Not available","Lebanon","Education","Not available"
"4681_10",2353,"Not available","Lebanon","Critical infrastructure","Finance"
"4681_11",2353,"Not available","Lebanon","Critical infrastructure","Defence industry"
"4681_12",2353,"Not available","Lebanon","Critical infrastructure","Space"
"4681_13",2353,"Not available","Lebanon","Critical infrastructure","Critical Manufacturing"
"4681_14",2353,"Not available","Lebanon","Critical infrastructure","Research"
"4680_0",2353,"Not available","Nepal","State institutions / political system","Government / ministries"
"4680_1",2353,"Not available","Nepal","Critical infrastructure","Energy"
"4680_2",2353,"Not available","Nepal","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"4680_3",2353,"Not available","Nepal","Media","Not available"
"4680_4",2353,"Not available","Nepal","State institutions / political system","Civil service / administration"
"4680_5",2353,"Not available","Nepal","State institutions / political system","Military"
"4680_6",2353,"Not available","Nepal","Critical infrastructure","Transportation"
"4680_7",2353,"Not available","Nepal","Critical infrastructure","Health"
"4680_8",2353,"Not available","Nepal","Critical infrastructure","Telecommunications"
"4680_9",2353,"Not available","Nepal","Education","Not available"
"4680_10",2353,"Not available","Nepal","Critical infrastructure","Finance"
"4680_11",2353,"Not available","Nepal","Critical infrastructure","Defence industry"
"4680_12",2353,"Not available","Nepal","Critical infrastructure","Space"
"4680_13",2353,"Not available","Nepal","Critical infrastructure","Critical Manufacturing"
"4680_14",2353,"Not available","Nepal","Critical infrastructure","Research"
"4702_0",2353,"Not available","Italy","State institutions / political system","Government / ministries"
"4702_1",2353,"Not available","Italy","Critical infrastructure","Energy"
"4702_2",2353,"Not available","Italy","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"4702_3",2353,"Not available","Italy","Media","Not available"
"4702_4",2353,"Not available","Italy","State institutions / political system","Civil service / administration"
"4702_5",2353,"Not available","Italy","State institutions / political system","Military"
"4702_6",2353,"Not available","Italy","Critical infrastructure","Transportation"
"4702_7",2353,"Not available","Italy","Critical infrastructure","Health"
"4702_8",2353,"Not available","Italy","Critical infrastructure","Telecommunications"
"4702_9",2353,"Not available","Italy","Education","Not available"
"4702_10",2353,"Not available","Italy","Critical infrastructure","Finance"
"4702_11",2353,"Not available","Italy","Critical infrastructure","Defence industry"
"4702_12",2353,"Not available","Italy","Critical infrastructure","Space"
"4702_13",2353,"Not available","Italy","Critical infrastructure","Critical Manufacturing"
"4702_14",2353,"Not available","Italy","Critical infrastructure","Research"
"4670_0",2353,"Not available","India","State institutions / political system","Government / ministries"
"4670_1",2353,"Not available","India","Critical infrastructure","Energy"
"4670_2",2353,"Not available","India","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"4670_3",2353,"Not available","India","Media","Not available"
"4670_4",2353,"Not available","India","State institutions / political system","Civil service / administration"
"4670_5",2353,"Not available","India","State institutions / political system","Military"
"4670_6",2353,"Not available","India","Critical infrastructure","Transportation"
"4670_7",2353,"Not available","India","Critical infrastructure","Health"
"4670_8",2353,"Not available","India","Critical infrastructure","Telecommunications"
"4670_9",2353,"Not available","India","Education","Not available"
"4670_10",2353,"Not available","India","Critical infrastructure","Finance"
"4670_11",2353,"Not available","India","Critical infrastructure","Defence industry"
"4670_12",2353,"Not available","India","Critical infrastructure","Space"
"4670_13",2353,"Not available","India","Critical infrastructure","Critical Manufacturing"
"4670_14",2353,"Not available","India","Critical infrastructure","Research"
"4714_0",2353,"Not available","Romania","State institutions / political system","Government / ministries"
"4714_1",2353,"Not available","Romania","Critical infrastructure","Energy"
"4714_2",2353,"Not available","Romania","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"4714_3",2353,"Not available","Romania","Media","Not available"
"4714_4",2353,"Not available","Romania","State institutions / political system","Civil service / administration"
"4714_5",2353,"Not available","Romania","State institutions / political system","Military"
"4714_6",2353,"Not available","Romania","Critical infrastructure","Transportation"
"4714_7",2353,"Not available","Romania","Critical infrastructure","Health"
"4714_8",2353,"Not available","Romania","Critical infrastructure","Telecommunications"
"4714_9",2353,"Not available","Romania","Education","Not available"
"4714_10",2353,"Not available","Romania","Critical infrastructure","Finance"
"4714_11",2353,"Not available","Romania","Critical infrastructure","Defence industry"
"4714_12",2353,"Not available","Romania","Critical infrastructure","Space"
